,left,top,right,bottom,Unnamed: 4,fishnet-ID,building-area-sum,building_density,building_type,bu-sum-in-block,block area,bu_den_N,bu_typ_N,blo_sum_N,trad_sum
49,857063.0751,-3667528.7060000002,857263.0751,-3667728.7060000002,49,50,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
50,857063.0751,-3667728.7060000002,857263.0751,-3667928.7060000002,50,51,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
51,857063.0751,-3667928.7060000002,857263.0751,-3668128.7060000002,51,52,1402,0.03505,1.0,0.0,0.0,0.017546951311615728,0.0,-0.2,-0.18245304868838427
52,857063.0751,-3668128.7060000002,857263.0751,-3668328.7060000002,52,53,0,0.0,0.0,1.0,254144.0,-0.00010069986405518353,-0.2,0.0,-0.20010069986405518
53,857063.0751,-3668328.7060000002,857263.0751,-3668528.7060000002,53,54,14985,0.374625,1.0,1.0,254144.0,0.18852273299431047,0.0,0.0,0.18852273299431047
54,857063.0751,-3668528.7060000002,857263.0751,-3668728.7060000002,54,55,4096,0.1024,1.0,1.0,254144.0,0.05145763053219878,0.0,0.0,0.05145763053219878
55,857063.0751,-3668728.7060000002,857263.0751,-3668928.7060000002,55,56,2574,0.06435,1.0,3.0,123418.0,0.032299481395700116,0.0,0.4,0.4322994813957001
56,857063.0751,-3668928.7060000002,857263.0751,-3669128.7060000002,56,57,1532,0.0383,1.0,1.0,19725.0,0.019183324102512462,0.0,0.0,0.019183324102512462
57,857063.0751,-3669128.7060000002,857263.0751,-3669328.7060000002,57,58,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
58,857063.0751,-3669328.7060000002,857263.0751,-3669528.7060000002,58,59,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
59,857063.0751,-3669528.7060000002,857263.0751,-3669728.7060000002,59,60,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
60,857063.0751,-3669728.7060000002,857263.0751,-3669928.7060000002,60,61,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
61,857063.0751,-3669928.7060000002,857263.0751,-3670128.7060000002,61,62,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
62,857063.0751,-3670128.7060000002,857263.0751,-3670328.7060000002,62,63,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
63,857063.0751,-3670328.7060000002,857263.0751,-3670528.7060000002,63,64,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
64,857063.0751,-3670528.7060000002,857263.0751,-3670728.7060000002,64,65,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
65,857063.0751,-3670728.7060000002,857263.0751,-3670928.7060000002,65,66,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
66,857063.0751,-3670928.7060000002,857263.0751,-3671128.7060000002,66,67,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
67,857063.0751,-3671128.7060000002,857263.0751,-3671328.7060000002,67,68,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
68,857063.0751,-3671328.7060000002,857263.0751,-3671528.7060000002,68,69,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
69,857063.0751,-3671528.7060000002,857263.0751,-3671728.7060000002,69,70,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
70,857063.0751,-3671728.7060000002,857263.0751,-3671928.7060000002,70,71,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
71,857063.0751,-3671928.7060000002,857263.0751,-3672128.7060000002,71,72,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
72,857063.0751,-3672128.7060000002,857263.0751,-3672328.7060000002,72,73,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
73,857063.0751,-3672328.7060000002,857263.0751,-3672528.7060000002,73,74,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
74,857063.0751,-3672528.7060000002,857263.0751,-3672728.7060000002,74,75,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
75,857063.0751,-3672728.7060000002,857263.0751,-3672928.7060000002,75,76,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
76,857263.0751,-3665328.7060000002,857463.0751,-3665528.7060000002,76,77,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
77,857263.0751,-3665528.7060000002,857463.0751,-3665728.7060000002,77,78,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
78,857263.0751,-3665728.7060000002,857463.0751,-3665928.7060000002,78,79,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
79,857263.0751,-3665928.7060000002,857463.0751,-3666128.7060000002,79,80,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
80,857263.0751,-3666128.7060000002,857463.0751,-3666328.7060000002,80,81,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
81,857263.0751,-3666328.7060000002,857463.0751,-3666528.7060000002,81,82,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
82,857263.0751,-3666528.7060000002,857463.0751,-3666728.7060000002,82,83,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
83,857263.0751,-3666728.7060000002,857463.0751,-3666928.7060000002,83,84,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
84,857263.0751,-3666928.7060000002,857463.0751,-3667128.7060000002,84,85,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
85,857263.0751,-3667128.7060000002,857463.0751,-3667328.7060000002,85,86,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
86,857263.0751,-3667328.7060000002,857463.0751,-3667528.7060000002,86,87,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
87,857263.0751,-3667528.7060000002,857463.0751,-3667728.7060000002,87,88,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
88,857263.0751,-3667728.7060000002,857463.0751,-3667928.7060000002,88,89,3067,0.076675,1.0,1.0,46955.0,0.038505110518100794,0.0,0.0,0.038505110518100794
89,857263.0751,-3667928.7060000002,857463.0751,-3668128.7060000002,89,90,5707,0.142675,1.0,2.0,56821.0,0.07173606565631135,0.0,0.2,0.27173606565631137
90,857263.0751,-3668128.7060000002,857463.0751,-3668328.7060000002,90,91,4305,0.107625,1.0,2.0,160416.0,0.054088414480640445,0.0,0.2,0.25408841448064046
91,857263.0751,-3668328.7060000002,857463.0751,-3668528.7060000002,91,92,31087,0.777175,1.0,3.0,118188.0,0.3912063843713811,0.0,0.4,0.7912063843713811
92,857263.0751,-3668528.7060000002,857463.0751,-3668728.7060000002,92,93,21158,0.52895,1.0,1.0,254144.0,0.2662252655958915,0.0,0.0,0.2662252655958915
93,857263.0751,-3668728.7060000002,857463.0751,-3668928.7060000002,93,94,6293,0.157325,1.0,3.0,123418.0,0.07911233069835355,0.0,0.4,0.4791123306983536
94,857263.0751,-3668928.7060000002,857463.0751,-3669128.7060000002,94,95,4455,0.111375,1.0,3.0,53411.0,0.05597653693167514,0.0,0.4,0.45597653693167517
95,857263.0751,-3669128.7060000002,857463.0751,-3669328.7060000002,95,96,755,0.018875,1.0,1.0,116870.0,0.009402849806152762,0.0,0.0,0.009402849806152762
96,857263.0751,-3669328.7060000002,857463.0751,-3669528.7060000002,96,97,14369,0.359225,1.0,2.0,80884.0,0.18076884346206135,0.0,0.2,0.38076884346206136
97,857263.0751,-3669528.7060000002,857463.0751,-3669728.7060000002,97,98,19888,0.4972,1.0,2.0,80884.0,0.25023916217713105,0.0,0.2,0.45023916217713106
98,857263.0751,-3669728.7060000002,857463.0751,-3669928.7060000002,98,99,4435,0.110875,1.0,1.0,116870.0,0.05572478727153718,0.0,0.0,0.05572478727153718
99,857263.0751,-3669928.7060000002,857463.0751,-3670128.7060000002,99,100,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
100,857263.0751,-3670128.7060000002,857463.0751,-3670328.7060000002,100,101,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
101,857263.0751,-3670328.7060000002,857463.0751,-3670528.7060000002,101,102,1464,0.0366,1.0,0.0,0.0,0.018327375258043403,0.0,-0.2,-0.1816726247419566
102,857263.0751,-3670528.7060000002,857463.0751,-3670728.7060000002,102,103,2028,0.0507,1.0,0.0,0.0,0.025426715673933842,0.0,-0.2,-0.17457328432606617
103,857263.0751,-3670728.7060000002,857463.0751,-3670928.7060000002,103,104,3067,0.076675,1.0,0.0,0.0,0.038505110518100794,0.0,-0.2,-0.16149488948189922
104,857263.0751,-3670928.7060000002,857463.0751,-3671128.7060000002,104,105,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
105,857263.0751,-3671128.7060000002,857463.0751,-3671328.7060000002,105,106,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
106,857263.0751,-3671328.7060000002,857463.0751,-3671528.7060000002,106,107,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
107,857263.0751,-3671528.7060000002,857463.0751,-3671728.7060000002,107,108,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
108,857263.0751,-3671728.7060000002,857463.0751,-3671928.7060000002,108,109,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
109,857263.0751,-3671928.7060000002,857463.0751,-3672128.7060000002,109,110,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
110,857263.0751,-3672128.7060000002,857463.0751,-3672328.7060000002,110,111,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
111,857263.0751,-3672328.7060000002,857463.0751,-3672528.7060000002,111,112,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
112,857263.0751,-3672528.7060000002,857463.0751,-3672728.7060000002,112,113,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
113,857263.0751,-3672728.7060000002,857463.0751,-3672928.7060000002,113,114,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
114,857463.0751,-3665328.7060000002,857663.0751,-3665528.7060000002,114,115,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
115,857463.0751,-3665528.7060000002,857663.0751,-3665728.7060000002,115,116,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
116,857463.0751,-3665728.7060000002,857663.0751,-3665928.7060000002,116,117,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
117,857463.0751,-3665928.7060000002,857663.0751,-3666128.7060000002,117,118,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
118,857463.0751,-3666128.7060000002,857663.0751,-3666328.7060000002,118,119,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
119,857463.0751,-3666328.7060000002,857663.0751,-3666528.7060000002,119,120,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
120,857463.0751,-3666528.7060000002,857663.0751,-3666728.7060000002,120,121,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
121,857463.0751,-3666728.7060000002,857663.0751,-3666928.7060000002,121,122,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
122,857463.0751,-3666928.7060000002,857663.0751,-3667128.7060000002,122,123,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
123,857463.0751,-3667128.7060000002,857663.0751,-3667328.7060000002,123,124,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
124,857463.0751,-3667328.7060000002,857663.0751,-3667528.7060000002,124,125,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
125,857463.0751,-3667528.7060000002,857663.0751,-3667728.7060000002,125,126,733,0.018325,1.0,1.0,47745.0,0.009125925180001009,0.0,0.0,0.009125925180001009
126,857463.0751,-3667728.7060000002,857663.0751,-3667928.7060000002,126,127,9755,0.243875,1.0,2.0,47350.0,0.12269019686823424,0.0,0.2,0.32269019686823425
127,857463.0751,-3667928.7060000002,857663.0751,-3668128.7060000002,127,128,9098,0.22745,1.0,4.0,51379.0,0.11442022053270229,0.0,0.6,0.7144202205327023
128,857463.0751,-3668128.7060000002,857663.0751,-3668328.7060000002,128,129,11965,0.299125,1.0,2.0,55409.0,0.1505085343134787,0.0,0.2,0.3505085343134787
129,857463.0751,-3668328.7060000002,857663.0751,-3668528.7060000002,129,130,8223,0.205575,2.0,4.0,99318.0,0.10340617290166658,0.2,0.6,0.9034061729016666
130,857463.0751,-3668528.7060000002,857663.0751,-3668728.7060000002,130,131,23657,0.591425,2.0,2.0,148426.0,0.2976813856301294,0.2,0.2,0.6976813856301294
131,857463.0751,-3668728.7060000002,857663.0751,-3668928.7060000002,131,132,8155,0.203875,1.0,2.0,175265.0,0.10255022405719752,0.0,0.2,0.30255022405719756
132,857463.0751,-3668928.7060000002,857663.0751,-3669128.7060000002,132,133,8791,0.219775,1.0,3.0,54185.0,0.11055586324958461,0.0,0.4,0.5105558632495846
133,857463.0751,-3669128.7060000002,857663.0751,-3669328.7060000002,133,134,7027,0.175675,2.0,3.0,61013.0,0.08835154322541665,0.2,0.4,0.6883515432254167
134,857463.0751,-3669328.7060000002,857663.0751,-3669528.7060000002,134,135,22697,0.567425,2.0,3.0,95761.0,0.28559740194350736,0.2,0.4,0.8855974019435073
135,857463.0751,-3669528.7060000002,857663.0751,-3669728.7060000002,135,136,28871,0.721775,1.0,3.0,95761.0,0.36331252202809533,0.0,0.4,0.7633125220280954
136,857463.0751,-3669728.7060000002,857663.0751,-3669928.7060000002,136,137,14427,0.360675,1.0,1.0,116870.0,0.18149891747646144,0.0,0.0,0.18149891747646144
137,857463.0751,-3669928.7060000002,857663.0751,-3670128.7060000002,137,138,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
138,857463.0751,-3670128.7060000002,857663.0751,-3670328.7060000002,138,139,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
139,857463.0751,-3670328.7060000002,857663.0751,-3670528.7060000002,139,140,1464,0.0366,1.0,0.0,0.0,0.018327375258043403,0.0,-0.2,-0.1816726247419566
140,857463.0751,-3670528.7060000002,857663.0751,-3670728.7060000002,140,141,1674,0.04185,1.0,0.0,0.0,0.02097074668949197,0.0,-0.2,-0.17902925331050804
141,857463.0751,-3670728.7060000002,857663.0751,-3670928.7060000002,141,142,1988,0.0497,1.0,0.0,0.0,0.024923216353657924,0.0,-0.2,-0.17507678364634208
142,857463.0751,-3670928.7060000002,857663.0751,-3671128.7060000002,142,143,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
143,857463.0751,-3671128.7060000002,857663.0751,-3671328.7060000002,143,144,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
144,857463.0751,-3671328.7060000002,857663.0751,-3671528.7060000002,144,145,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
145,857463.0751,-3671528.7060000002,857663.0751,-3671728.7060000002,145,146,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
146,857463.0751,-3671728.7060000002,857663.0751,-3671928.7060000002,146,147,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
147,857463.0751,-3671928.7060000002,857663.0751,-3672128.7060000002,147,148,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
148,857463.0751,-3672128.7060000002,857663.0751,-3672328.7060000002,148,149,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
149,857463.0751,-3672328.7060000002,857663.0751,-3672528.7060000002,149,150,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
150,857463.0751,-3672528.7060000002,857663.0751,-3672728.7060000002,150,151,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
151,857463.0751,-3672728.7060000002,857663.0751,-3672928.7060000002,151,152,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
152,857663.0751,-3665328.7060000002,857863.0751,-3665528.7060000002,152,153,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
153,857663.0751,-3665528.7060000002,857863.0751,-3665728.7060000002,153,154,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
154,857663.0751,-3665728.7060000002,857863.0751,-3665928.7060000002,154,155,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
155,857663.0751,-3665928.7060000002,857863.0751,-3666128.7060000002,155,156,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
156,857663.0751,-3666128.7060000002,857863.0751,-3666328.7060000002,156,157,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
157,857663.0751,-3666328.7060000002,857863.0751,-3666528.7060000002,157,158,0,0.0,0.0,0.0,0.0,-0.00010069986405518353,-0.2,-0.2,-0.40010069986405516
