Ann-Christin,Nov 2015,4,Low budget in a good location,I stayed here while in town for a conference and most hotels were fully booked so I ended up at Ahlströms. Not having been my first choice the stay turned out ok. My room was small but clean and comfortable. I shared the toilet and shower with other guests but they were clean. …,,,,Date of stay: May 2015,"[All, languages]",23
Per W,Apr 2015,4,Mest centrala hotellet!,"Här får du det mest prisvärda och mest centrala hotellet i Lund. Synnerligen personlig service och en skön familjär stil som snart ska utvidgas och bli större, enligt personalen. Ligger bakom Domkyrkan och Universitetet och vid Stortorget och Rådhuset i Lund.",,,,Date of stay: September 2014,"[All, languages]",23
NinniSweden,Mar 2015,3,Enkelt men centralt,"Litet hotell. Flera rum med toalett i korridoren. Hotellet behöver fräschas upp. Toastol trasig. Lite nedgånget men rent. Frukost serveras på bricka utanför dörren, helt ok med ägg smörgås, youghurt och kaffe eller the.. Rummen åt gatan har hög ljudnivå från gatan kvällstid.…",,,,Date of stay: March 2015,"[All, languages]",23
ingeborg272,Mar 2015,5,"Hemtrevligt, prisvärt, omtänksam personal - hit återvänder vi!","mitt i Lund, kullerstensgator och restauranger ligger detta lilla personliga hotell. Mysigt och väl ordnat. Generöst med kaffemaskin och frukt i receptionen. Mycket fin frukostbricka med allt man kan önska sig bars in till rummet. Vi glömde en mobil-laddare, ringde, och - visst…",,,,Date of stay: March 2015,"[All, languages]",23
Xcore,Jan 2015,4,Mitt i smeten,"Detta hotell ligger absolut centralt och fyller, trots sin ålder , funktionen som övernattningshotell. Jag firade in det nya året i ett av deras dubbelrum. Önskade att det fanns större tv och att slippa gemensam toalett/dusch men man kan inte få allt. Frukosten var god och…",,,,Date of stay: December 2014,"[All, languages]",23
27Vivien77,Dec 2014,5,Good location; very friendly staff,"We found the location good - quite near to Station and very near to shops. Thanks to Rodrigo, who was courteous, helpful, friendly in helping us check in nicely. The room allotted to us was big and spacious! It is important to us and we treasure that. There was water and fruits…",,,,Date of stay: November 2014,"[All, languages]",23
BenyaminLakitan,Jul 2014,3,Sederhana,"Saya menginap di hotel ini hanya satu malam, karena ada kegiatan di Lund University.  Lokasi hotel ini di kawasan kota lama dan Lund hanya merupakan kota kecil.  Kota Lund banyak dikunjungi karena ada universitas yang besar dan banyak industri di sekitarnya.  Hotel ini berada di…",,,,Date of stay: October 2013,"[All, languages]",23
Ingemar S,Jun 2014,3,Prisvärt boende mitt i Lund,Jag bodde på hotellet under 4 nätter i juni. Hotellets entré är inte särskilt inbjudande och en sliten trappa leder upp till receptionen på andra våningen. Där är det trevligare och där möts man av hjälpsam och trevlig personal. Rummet var litet men rent och snyggt. Frukosten…,,,,Date of stay: June 2014,"[All, languages]",23
mina_traveller,May 2014,3,Strange and basic !!,"I really don't know if I enjoyed staying in Ahlstrom or not. We stayed there for 2 nights, in May. I will list both the positive and negative points, and probably it could help.  First the positive points: The rooms are spacious, clean, comfy and bright. (it is almost an…",,,,Date of stay: May 2014,"[All, languages]",23
ballabellagul,Apr 2014,5,"Billigt, bra service, centralt","Pittoreskt, mitt i stan (några minuters promenad från Centralstationen) billigt med väldigt gästvänlig och flexibel personal som pratar många språk. Kan inte önska mer av ett hotell för en enkel övernattning i Lund. De små rummen mot gatan är bäst och fräschast, den stora sviten…",,,,Date of stay: April 2014,"[All, languages]",23
Ulrika A,Mar 2014,4,"Enkelt, lite skavt men billigt och centralt!","Jag bodde här en helg när jag var ensam på besök i Lund. Hade ett litet enkelrum, med en säng, fåtölj, litet skrivbord och handfat. WC och dusch en bit bort i korridoren. Passade jättebra vid ett besök i centrala Lund över helgen. Bäst med hotellet är läget, ett stenkast från…",,,,Date of stay: March 2014,"[All, languages]",23
mavitaly,Oct 2013,4,Posto accogliente senza grandi pretese,"Ci sono stato per una visita di lavoro a Lund. Il posto è accogliente, il personale abbastanza cortese, le camere non male l'unica pecca sono i servizi. Per il resto un albergo discreto, senza grandi pretese, al centro di Lund e vicino l'Università. Ci tornerei volentieri.",,,,Date of stay: October 2013,"[All, languages]",23
Thordur H,Sep 2013,3,"Good location, mixed feelings","This hotel has an excellent location in a walking district. It has a good parking possibility on the opposite side of the street. The breakfast was served to our room an was quite acceptable. Our prolem was that there was no one to receive us at arrival (4 pm), although the…",,,,Date of stay: September 2013,"[All, languages]",23
Anne Sophie S,Aug 2013,5,Hyggeligt og intimt hotel i centrum,"Jeg tog med en veninde til Lund og jeg må sige vi blev overrasket på den positive måde. Dette hotel er noget for sig; hyggeligt, værelser er søde, små og i intime og så fik man morgenmad på sengen. Sengene kan være lidt smalle, men er dejlig bløde. Hotellet ligger centralt tæt…",,,,Date of stay: August 2013,"[All, languages]",23
VTLongTimeTraveler,Jul 2013,4,Nice Surprise,"We stayed in Apartment 8, which is oddly located in the back of the hotel. There's no on-site staff, so you have to ring the call button, talk to the staff and have someone come from another property. The room was worth the wait. The kitchen was small but reasonably well…",,,,Date of stay: July 2013,"[All, languages]",23
fiasco-ss,Jun 2013,3,Convenience in Lund,"Coming from a glitzy hotel in Malmo, the Ahlstrom was quite a difference experience. I don't want to sound like I am being negative because there isn't much to fault in Ahlstrom's service and intent.  Located right in the historic part of Lund it is an easy walk to the station…",,,,Date of stay: May 2013,"[All, languages]",23
Ian M,Mar 2013,4,"Inexpensive, large rooms in the middle of Lund","This hotel was good for its price. It was right in the centre of Lund (walking distance from the railway station). We had a room without a bathroom, but the bathroom was next door to the room and we never had to wait for it so that was fine. The room was spacious, clean, and…",,,,Date of stay: March 2013,"[All, languages]",23
Rasmuskrook,Mar 2013,5,I will visit Ahstrom again,"In the center of Lund. The staff are great (the best service and enthusiasm I ever experienced). Breakfast on the room (you choose the time you want) free wifi, tv and so on...  Lost my keycard..Got an sms from the hotel, they gave me a code to the hotel entrance door, and then…",,,,Date of stay: March 2013,"[All, languages]",23
lon9horn,Oct 2012,4,很温馨的地方,很温馨的小旅店，就在城中心的广场旁边，从南大街转过去一点点就到了。单人房间不大，但是基本东西都有，可以上网。布置得整洁雅致，一夜安眠。早餐丰富味美。态度也很好。,,,,Date of stay: October 2012,"[All, languages]",23
Rubin852,Jun 2012,5,Cosy room with nice decor,The hotel is a ten minute walk from the train station and a 3 minute walk from the cathedral. The room we stayed in had a mini sofa and was very comfortable. The breakfast is simple but you can have it anytime you want. The staff and very helpful and friendly.,,,,Date of stay: May 2012,"[All, languages]",23
Jessica_on_vacation,Sep 2011,4,Cosy hotel with great breakfast in the center of Lund,"We spend a night in a standard double room en suite, and then stayed a few nights in the apartment (2 beds, tv, couch, dining room, kitchenette, big closet, private bathroom). Both rooms were excellent with a large private shower. The staff is very friendly and will help…",,,,Date of stay: August 2011,"[All, languages]",23
scuzzi,Jul 2011,4,you get what you pay for,"this is a super simple hotel in the hearth of lund. toilets and showers are in the corridor, but the rooms are clean, with tv, free wi-fi, and the staff is very friendly. Breakfast is served in the room as there are no restaurant facilities. so yes, it's a basic hotel, but it's…",,,,Date of stay: March 2011,"[All, languages]",23
NewEmpress,Oct 2010,2,"Youth Hostel Barely, NOT a hotel","Except for two of their rooms (one with bathroom and one apt), this is a shabby, ooold youth hostel without any amenities at all (you get a breakfast tray though). Very worn-down and I'm surprised they are allowed to call themselves a hotel (and they don't have youth hostel…",,,,Date of stay: September 2010,"[All, languages]",23
