chivasPaysdeLoire,Jan 2019,2,Hôtel à ne pas recommander,"Cet hôtel, malgré sa situation géographique au coeur du quartier des commerces, présente les points négatifs suivants : un coup de peinture général serait le bienvenu. Salle de bain d environ 2 m2 incluant les toilettes. Pas de bac à douche, l eau s écoulé dans un regard à moins…","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded 2 weeks ago",Responded 2 weeks ago,"Many thanks for your review!  I had to use Google Translate as my knowlegde in French is limited. It's hard for me to be absolutely sure if your comments are actually about our hotel since we are not located in the city area and the breakfast prices do not match ours.  You are more than welcome to get in touch with me directly at Christian.weste@lundia.se, I am the General Manager for both Hotel Lundia and Hotel Finn.  Best regards Christian Weste ",Date of stay: January 2019,"[All, languages]",119
TobbeO,Dec 2018,4,Fortfarande jättebra,Tillbaka på Hotell Finn efter 4 år men betyget står sig. Bodde 2 vuxna + 2 barn två nätter i en Studio L. Fungerade utmärkt till ett rimligt pris. Ett stort rum (1501) på baksidan från gatan - U format så barnens bäddsoffa skärmades av från rummets andra del. Två TV-apparater.…,"Response from Staff_HotelFinn, Receptionschef at Hotel FinnResponded Dec 30, 2018","Responded Dec 30, 2018","Stort tack för din trevliga recension, även härligt att ni hittat tillbaka efter 4 år och även nu trivts. Hoppas att vi kan få välkomna er fler gånger! Önskar dig och familjen en god fortsättning och Gott Nytt År! Hälsningar, Emelie Jörgensen",Date of stay: December 2018,"[All, languages]",119
chickabu,Nov 2018,5,Nice hotel wonderful people,"I've been staying in some studio rooms for several months during my working period. The rooms are sparkling clean and well equiped. They have a big terrace perfect for bbq gatherings. They also provide bikes to borrow. As location, it is about 10min walking to the city center,…","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Nov 19, 2018","Responded Nov 19, 2018","Thank you very much, greatly appreciated!  Best regards  Christian",Date of stay: September 2018,"[All, languages]",119
Alexandra P,Nov 2018,5,Best hotel In Lund,"Rooms are clean, big, quite and the bed is very comfortable. I had a studio room with kitchen which had everithing i needed to cook inside as well.  Staff is very friendly, helpful and always positive. Hotel also has bikes for free which is a big bonus.","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Nov 19, 2018","Responded Nov 19, 2018",Thank you very much for this!  Best regards  Christian,Date of stay: September 2018,"[All, languages]",119
Sanna A,Oct 2018,5,Perfekt läge och prisvärt hotell,"Allt var automatiserat med både in- och utcheckning. Det var verkligen supersmidigt. Modern och inbjudande lobby med ljusa färger, smakfull inredning. Rent och fint på rummet. Bra läge i Lund med promenadavstånd till torget.  Ville man komma i kontakt med personalen så fanns…","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Nov 5, 2018","Responded Nov 5, 2018",Hej Sanna och stort tack för din trevliga recension.  Varmt välkommen åter vid nästa besök i Lund.  Med vänliga hälsningar  Christian,Date of stay: October 2018,"[All, languages]",119
Maria F,Oct 2018,1,Det här är det värsta hotell jag varit med om!,"Det finns ingen personal eller reception, dåligt uppmärkt vart rummen ligger, det luktar konstigt (matdoft?) i hallen och hissen luktade svett. Det krävs 3 (!) tryck på hissknapparna för att få den att röra på sig. Det var trots förfrågan hos grannhotellet oklart om man kunde…","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Nov 5, 2018","Responded Nov 5, 2018",Hej Maria  Beklagar att upplevelsen hos oss inte varit bra. Hotel Finn är ett huvudsakligen själv service alternativ där man checkar in och ut själv i terminaler i lobbyn. Vissa tider om dygnet finns värdar på plats för att hjälpa till med eventuella frågor. Givetvis får gäster med parkeringstillstånd för handikapplats använda densamma. Information om wifi finns i lobbyn och även i informationen placerad på rummen.  Att städningen inte varit godkänd skall vi följa upp på. Du får gärna återkomma med vilket rum du bott på respektive vilka datum bokningen var.  Beklagar återigen Med vänliga hälsningar Christian Weste christian.weste@lundia.se  ,Date of stay: October 2018,"[All, languages]",119
Amit S,Aug 2018,4,Stay here when you visit Malmo,"We stayed 2 nights in this hotel near Malmo. Check in is automated and went perfect. Rooms are clean and tidy. Breakfast is bit basic, but for this category you can't expect too much. This hotel is great when you want to visit Malmo and...for a better breakfast, just drive to…","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Sep 1, 2018","Responded Sep 1, 2018","Dear Amit  Many thanks for your review, greatly appreciated! Best regards Christian ",Date of stay: August 2018,"[All, languages]",119
Tanja,Jul 2018,4,Goed hotel voor doorreis,"Wij hadden een familiekamer geboekt, inclusief ontbijt. Kamer heel ruim en netjes, eigen keukentje, was erg praktisch. De kamer lag op de vijfde verdieping en dat was wel erg warm, zonder airconditioning.  Vlakbij de snelweg gelegen, niet heel veel parkeergelegenheid. Het is een…","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Aug 8, 2018","Responded Aug 8, 2018","Many thanks for your feedback, greatly appreciated! Best regards Christian",Date of stay: July 2018,"[All, languages]",119
JPEriksson,Jul 2018,4,Affärsresa ,"Ett enkelt men fräscht hotell. Rummet var litet men funktionellt. Frukosten var helt ok även om utbudet var begränsat, testa ingefärsshoten.  Personalen var trevlig och hjälpsam. Om jag behöver bo över i Lund igen då väljer jag hotell Finn.","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Jul 4, 2018","Responded Jul 4, 2018","Hej JP Tusen tack för vänliga ord och att du recenserat oss. Du är varmt välkommen åter. Trevlig sommar, vänliga hälsningar Christian",Date of stay: June 2018,"[All, languages]",119
Sigrid1001,Jul 2018,5,"Tolle Übernachtung, perfekte Organisation","Das Hotel liegt etwas außerhalb von Lund an einer Durchgangs-Straße. Die Zimmer sind aber überwiegend im hinteren Gebäude, so dass es sehr ruhig war. Das vollautomatische Einchecken hat problemlos funktioniert, die Menüführung am PC war sehr einfach. Unser Zimmer war sehr groß,…","Response from Hotel_Lundia, Hotelldirektör at Hotel FinnResponded Jul 4, 2018","Responded Jul 4, 2018",Vielen herzlichen Dank für Ihren wunderbaren Rezension. Es freut uns natürlich das Sie den Aufenthalt bei uns geniesst haben. Wir wünschen Ihnen einen schönen Sommer und willkommen zurück beim nächsten Besuch in Lund. Mit freundlichen Grüssen Christian Weste,Date of stay: June 2018,"[All, languages]",119
