matsrydholm,Aug 2018,3,Blandat omdöme,"Hotell med centralt läge i Lund. Lite problem med bokning med mail inte kom fram och rummet var ostädat även om vi anlände kl 15.30. Trevliga rum. Frukost var ""continental"" med utvecklingspotential för att nå samma mysfaktor som huset.","Response from MaglesSmileyInn, Chef at Magles Smiley InnResponded Sep 5, 2018","Responded Sep 5, 2018","Tack för feed back, vi är inte ett hotel vi är ett B & B därav ""continental"" frukost. Mail problem kolla med er booknings partner, vi skickar alltid info 24 timmar. Där står också klart och tydligt att in checkningen är kl 16,00.  Skicka gärna ider om utveckingspotentialen  Mvh Magles Smiley inn",Date of stay: August 2018,"[All, languages]",51
NKCole,Jul 2018,3,Great location but a few complications ...,"The location is great, just a couple of hundred metres from the cathedral and town centre.  But as others say, make sure you read your e-mails before you arrive.  I got locked out of my e-mail account a couple of days before and therefore missed the e-mails about breakfast times…","Response from MaglesSmileyInn, Ägare at Magles Smiley InnResponded Aug 5, 2018","Responded Aug 5, 2018","Thanks, kindly read your email or call and we arrange most of your complains including the parking...Read ! in the summer you can park 24 hours...and during the rest of the year is like you say. FYI we are the only place in the center city who have free parking, We could even send you a  sms if you so wish. Find it strange that you are so unhappy due to the fact you have not read your email. Most of your complain is due to this... We are not always around.....as we have 4 rooms we can not have 24 hours service,too expensive in Sweden.  Looking forward to your next visit and we will make sure you get all info needed.  Kind regards Stefan ",Date of stay: June 2018,"[All, languages]",51
Bertil N,Nov 2017,5,Bra boende till rimligt pris,Alldeles utmärkt läge i centrala Lund. Lugnt och tyst vid en liten gata. Fräscht rum och badrum. Ganska bra säng. Frukost ingår och är utan anmärkning. Mycket trevlig värd som tar sig tid att prata med folk och ger tips om staden. Näst intill hotellstandard,,,,Date of stay: November 2017,"[All, languages]",51
Mark H,Nov 2017,5,Great place for a short trip to Lund,"The host is very friendly and knowledgable about Lund. He has given us many useful tips on dining out, lunch places, where to drink wine, where to drink beer and the market. The breakfast is good and fresh and the bread is of high quality. Wide range of bread topp8ngs. Good…",,,,Date of stay: November 2017,"[All, languages]",51
sophiagi,Oct 2017,4,Συμπαθητικό,"Ήσυχο μικρό κατάλυμα σε πολύ καλή τοποθεσία στο κέντρο της πόλης.Ενα παληό παραδοσιακό σπίτι,ανακαινισμένο πολύ συμπαθητικό. Νοιώθεις ότι ο χρόνος γύρισε πίσω. Χρειάζεται βελτίωση το πρωινό και η καθαριότητα.",,,,Date of stay: March 2017,"[All, languages]",51
Patpet58,Aug 2017,4,B&B a colori,"Bed and breakfast un po’ fuori dagli schemi, con camere allegre e colorate (noi avevamo la gialla),  a due passi (proprio due) dal centro di Lund, proprietario gentile e loquace, atmosfera piacevole, bevande calde a disposizione. Migliorabile la colazione a buffet.",,,,Date of stay: July 2017,"[All, languages]",51
Petra R,Aug 2017,5,Mysigt ,"Ett otroligt charmigt men ändå modern ""boutique"" B&B. Alla bekvämligheter och bara ett stenkast till centrum och goda restauranger. Längtar redan till nästa besök! 😃 Gratis parkering, god frukost. Endast 4 rum så väldigt mysigt. Stor platttv, böcker och tidningar att låna skön…",,,,Date of stay: August 2017,"[All, languages]",51
Ecumsecum,Jul 2017,4,Read your e-Mails!,We arrived at the doorstep of this inn slightly after 4:00pm. The doors were locked and a note on the door had a phone number to call but only an answering machine said something in Swedish. Luckily someone exited the building a little later and questioned us whether we had…,,,,Date of stay: July 2017,"[All, languages]",51
Tony S,Jul 2017,5,"Super helpful, relaxing and great location. Highly recommend.","We were 2 couples staying 3 days at Magles Smiley Inn while we attended a wedding in Lund. Alex looked after us superbly; making sure we had everything we wanted for breakfast, lending us an iron for our shirts, a bell for the wedding and even helping us to practice our Swedish…",,,,Date of stay: July 2017,"[All, languages]",51
AnjJTraveler,Jul 2017,5,"Great location, charming street, modern room had everything","I very much enjoyed my stay here.  It's true that you will not see staff until breakfast, but the email communication with Alexander and Stefan both before and during my stay were excellent.  As promised, I was emailed an entry code the day before my arrival, and it opened the…",,,,Date of stay: June 2017,"[All, languages]",51
Ralph H,May 2017,5,En pärla i Lund,"Mitt i centrum av Lund med gångavstånd till alla barer, restauranger,saluhall,konsthall,domkyrka,Kulturen,AF mm finns denna lilla pärla. Ombonat och fridfullt boende med bra frukost och värdskap. Kommer mer än gärna tillbaka. ",,,,Date of stay: April 2017,"[All, languages]",51
konsilanto,May 2017,3,Nice decor,The room was attractively designed. The shower being glazed to the room would not please everyone would bother some. Breakfast was somewhat Spartan. The biggest negative was the invisibility of the staff: we saw no one until breakfast. Even small hotels normally have someone…,,,,Date of stay: April 2017,"[All, languages]",51
Mammaduvan,Apr 2017,5,Toppen!,"Ett mysigt, centralt beläget litet b & b med en skön säng och fräscht badrum. Personligt inredda rum. Bra, rejäl frukost och trevlig personal. Paraply att låna när det regnar. Jag bokar gärna detta ställe igen!",,,,Date of stay: April 2017,"[All, languages]",51
TASweden,Apr 2017,4,Bra läge-bra boende,"Centralt i Lund - ngt kvarter från Mårtenstorget.  Rummen har inte nummer utan färger, vilket ställde till det i min förprogrammerade Svensson-hjärna, men när jag väl kommit på vilket rum jag hade så var allt över förväntan. Ett rymligt rum med trivsam inredning. Trots att det…",,,,Date of stay: April 2017,"[All, languages]",51
Brynja H,Dec 2016,5,Cozy Inn BnB near Lund University,"I arrived in Lund on a rainy early December afternoon. Alexander was there to greet me and explain the way Inn was organized. I was a bit early, so I stored my luggage and wandered around Lund until my room was ready. Alexander provided me with a map and some pointers of where…",,,,Date of stay: December 2016,"[All, languages]",51
Rruubz,Nov 2016,5,Personal and cosy,"I stayed in the Blue room, it was nice and quiet, cosy and equiped with a comfy bed. The host was friendly and warm, always up for a chat and helping out. Breakfast was fresh and had something for every dietary preference. Would recommend.",,,,Date of stay: November 2016,"[All, languages]",51
Karolina B,Oct 2016,5,Realia przewyższyły oczekiwania :)!,"Rezerwując nocleg na ostatnią chwilę zupełnie przypadkiem trafiliśmy na tą 'perełkę'. Zamieszczone w sieci zdjęcia hotelu nie oddają jego prawdziwego klimatu. Na miejscu byliśmy bardzo mile zaskoczeni, hotel jest bardzo kameralny znajduje się w starej kamienicy, pokoje są bardzo…",,,,Date of stay: August 2016,"[All, languages]",51
Marco Túlio B,Sep 2016,5,"Passamos quatro agradáveis dias neste muito bem localizado, limpo e organizado ""bad and breckfast"".","Fomos muito bem recebidos na bela cidade de Lund, o quarto é bem novo, limpo e organizado, o proprietário está sempre disponível a ajudar com dicas úteis e informações importantes aos turistas. A cidade abriga uma das mais importantes universidades da Suécia e nela se pode…",,,,Date of stay: June 2016,"[All, languages]",51
Tom C,Aug 2016,4,"Cute, peaceful, quirky,not easy to find accommodation when on foot","My company booked me here when I was visiting clients in Lund. You get an email with your door entry code 24 hours beforehand and colour of room you are staying in. Mine was ""Orange"". Room is modern, with a charming, old world layout but with modern facilities. Very quiet.…",,,,Date of stay: August 2016,"[All, languages]",51
Nina L,Aug 2016,4,Takåsarna i Lund,"Njuter i kväll i det blå rummet! Det började mindre bra, trött kom jag 17.15 och fick vänta på att rummet skulle städas. Men blå rummet, fönstret mot en baksida med  så vacker och rofylld utsikt gör att väntetiden är glömd nu. Superfräscha rum, innovativt utnyttjande av…",,,,Date of stay: August 2016,"[All, languages]",51
JenniferSsk,Jul 2016,5,Mysigt B&B med personligt bemötande!,"Visste inte riktigt vad vi förväntade oss men vid ankomst tog Stefan emot oss och hjälpte oss med vart vi kunde parkera och visade oss rummet. Vi bodde i det gula rummet och sängarna var mycket sköna och duschen var jättemysig med små fönster i. Låter kanske inte mysigt, men vi…",,,,Date of stay: July 2016,"[All, languages]",51
Fernando P,Jun 2016,5,Highly recommended,"Stephan is a great host.  Great location,  Near the central station . Quiet location with a small balcony at the back and a view of a small garden. Tranquility. Cozy rooms.  Breakfast could be a little later. The curtains could be better to prevent light from entering especially…",,,,Date of stay: June 2016,"[All, languages]",51
miamaria64,Jun 2016,5,Lovely B&B," Lovely little gem in central of Lund! Beautiful traditional townhouse with an amazing modern interior. Friendly host Alex who was very helpful and could guide us to pubs,restaurants and site seeing! Highly recommended and we will be back for more of that swedish breakfast! ",,,,Date of stay: May 2016,"[All, languages]",51
Heiner S,Apr 2016,5,Sehr nette kleine Unterkunft in der Innenstadt,"Große und mit viel Liebe zum Detail eingerichtete Zimmer. Gutes Frühstück, die Besitzer, Vater und Sohn, sind überaus hilfsbereit und haben jede Menge guter Tipps auf Lager. Jedes Frühstück war mit interessanten Gesprächen verbunden. Parken ist, wie überall in Lund,…",,,,Date of stay: April 2016,"[All, languages]",51
camilla891,Apr 2016,5,Trivsamt och personligt,"Vistelsen var trivsam, mysig och personlig. Jag bodde i ett jättemysigt rum med en personlig prägel. Varje morgon till frukost blev jag och övriga gäster mottagna av ägaren. Det var ett trivsamt småprat bland oss alla. Jag fick tips på vad man kunde göra samt vad som var värt…",,,,Date of stay: April 2016,"[All, languages]",51
holmkaren,Apr 2016,5,Mysigt och välkomnande med guldläge!,"Intimt och charmigt B&B med hotellstandard. Perfekt läge mitt i stan med promenadavstånd till det mesta. Fräscha och mysiga rum med karaktär. Gammalt hus med bjälkar i taket och kakelugn i den familjära frukostmatsalen. ""Skandinavisk frukost"" med bra utbud, som kan anpassas…",,,,Date of stay: April 2016,"[All, languages]",51
micah2194,Apr 2016,5,Home away from home,"I arrived at Magles Smiley on March 27 after a horrible delay caused by Air Canada that had me stuck in Toronto, Canada for 2 days without my baggage ( the airline's big mistake). Stefan welcomed me warmly. Stefan already aware of my misfortunes due to my mother's frequent…",,,,Date of stay: March 2016,"[All, languages]",51
Najoud A,Feb 2016,5,4 days at Magles Smiley Inn,"Nice place, clean and area of the room is so good not small as many other hotels. The hotel contains only four rooms, each with open bathroom. So if you like privacy it is a good choice. Very friendly owner. excellent location to lund university and to some restaurants. ",,,,Date of stay: February 2016,"[All, languages]",51
Belcc,Oct 2015,4,acogedor hotelito,"Hemos estado 3 días en Lund en este acogedor hotelito . Su ubicación es perfecta, en el centro, muy cerca del maravilloso Jardín Botánico y la Catedral que, junto con la Universidad, son lo más destacable del pueblo.  Decorado con alegres colores, la cama es muy cómoda y la…",,,,Date of stay: September 2015,"[All, languages]",51
Gone_Fishing_65,Oct 2015,5,En positiv överraskning!,"Magles Smiley Inn är ett trevligt och prisvärt hotell mitt i centrala Lund. Boendet marknadsförs som B&B, men standarden är definitivt hotellmässig.  Perfekt för oss föräldrar som vill bo bekvämt när vi besöker våra studerande döttrar/söner.  Rummen är designmässigt unika och…",,,,Date of stay: October 2015,"[All, languages]",51
Renzo M,Sep 2015,4,Nice B&B in a charming location.,"Nice B&B in a charming location, near to everywhere. Friendly and helpful staff. Nice rooms (each one has its own color) and bath. The breakfast is OK. Wi-Fi OK. Excellent value for money. I do recommend this place.",,,,Date of stay: September 2015,"[All, languages]",51
minnar02,Sep 2015,4,Mysigt B&B mycket bra läge,"Mysigt välskött B&B, bra läge, nära till affärer, torg och restauranger men ändå lungt. Kort promenad till flygbussen och centralsationen. Rummet var litet men funktionell och hade även DVD spelare och filmer att låna i hallen precis utanför rummet. Rent och fräscht. Mycket…",,,,Date of stay: September 2015,"[All, languages]",51
Chiannimojis,Aug 2015,5,Perfekta boendet!,"Personligt, urmysigt boende mitt i Lund. Mycket trevlig personal ! Terrassen mot innergården är en superfin. De läckert inredda rummen är mkt rena o fräscha. Skulle gärna återkomma och jag rekommenderar det verkligen!",,,,Date of stay: August 2015,"[All, languages]",51
lda91165,Aug 2015,5,great value for money,"If you're traveling alone, nothing better than staying in a cosy small inn where you find a host with whom you can have a nice breakfast chat. Very nice place, very nice stay, and all for a reasonably low price.",,,,Date of stay: July 2015,"[All, languages]",51
JCKAB,Jul 2015,4,"Hyggeligt, centralt, funktionelt. Value for money!!!","Tjek bare ind! Kan varmt anbefale dette lille hyggelige hus med 4 vær. Vi blev først overrasket, på den gode måde over 'high tech' standard (lyssystem og badevær.) efter en tur på landet i gammel svensk stuga. Det ligger tættere på centrum end vi forventede. Og Stefan er værten…",,,,Date of stay: July 2015,"[All, languages]",51
Rolf B,Jul 2015,5,Attractive B&B,I stayed at this B&B during universities' vacation time. Then it is a very calm place to stay in the city center. It's a typical old town house but does offer modern comfort. Excellent beds and rooms with a nice Scandinavian design. I stayed in the blue room toward the backyard…,,,,Date of stay: July 2015,"[All, languages]",51
BillVincent74,Jun 2015,5,"Perfect location, friendly owners, good breakfasts, comfortable room","This inn is decorated in a minimalist but tasteful style.  The room was comfortable, with enough space, a table, adequate closet space and an up-to-date bathroom.  The location was perfect--a 5-minute walk from the University or from the central square or the cathedral.  The…",,,,Date of stay: May 2015,"[All, languages]",51
birte t,May 2015,5,Minimalistic luxury,"This B&B is an old town house very close to the Cathedral, with a fine possibility to enjoy Lund. Friendly owners. It is very clean. Bed and bathroom are excellent. Remote-controlled light. And you can plug in your laptop. Breakfast is good in a very Swedish dining room.",,,,Date of stay: May 2015,"[All, languages]",51
hvp308,May 2015,5,Mycket mysigt B&B,Jag och en vän bodde på detta B&B över Valborg och jag måste säga att vistelsen var till stor belåtenhet. Mysigt ställe något avskilt från de större gatorna så att omgivningen var relativt lugn. Frukosten var mycket trevlig med fräscht bröd och pålägg. Hyresvärden gjorde oss…,,,,Date of stay: May 2015,"[All, languages]",51
Birger V,May 2015,5,Good place,"Central Lund nice place old city culture and fine dining,interesting sites and good atmosphere.Hotel cosy, good rooms,free parking,friendly personnel, good value for money in a historic district of Lund",,,,Date of stay: May 2015,"[All, languages]",51
PJ L,May 2015,5,Lugn och ro,"Perfekt ställe att övernatta i Lund, trevlig personal samt originella och mysiga rum! Varje rum har sin egen charm. Det bästa är den digitala incheckningen, du anländer när det passar dig och vet i förväg vilket rum du får så slipper man stressa till hotellet om man kan…",,,,Date of stay: May 2015,"[All, languages]",51
Jerade333,May 2015,5,家一样的感觉,环境很舒服，设备很齐全，住起来跟在家一样自在。老板也很好，很热情，完全没有其他酒店那种外来感。最主要这家酒店的床很舒服。距离火车站很近，穿过隆德大学区，看看路上风景，感觉很不错。个人觉得最好是刚入夏的时间过来，温度和天气很很舒服。,,,,Date of stay: May 2015,"[All, languages]",51
Irene B,May 2015,4,"De ""små"" detaljerna","I det röda rummet välkomnas man av en bricka med 2 vattenglas, en enliters glasflaska i blått fylld med vatten +  flasköppnare  prydligt  uppställt vid sängen.  Personligt bemötande är ett stort plus. Saknar ut/in-door termometer",,,,Date of stay: May 2015,"[All, languages]",51
ER1707,May 2015,5,Best B&B in Lund,"I visit Lund quite frequently and I tested various hotels before discovering Magle's Smiley Inn. By far the best B&B in Lund, and in general one of the best B&B's I've been to. Cozy, quiet, extremely clean, very private (and cute looking). Excellent location, friendly owners.…",,,,Date of stay: April 2015,"[All, languages]",51
AJWBJH,Apr 2015,4,We hope there is a room available for our next visit,"The Magles Smiley Inn greatly contributed to an enjoyable week in Lund. This is an attractive historic property in a historic district with only moderate contemporary developments. Its city centre location is ideal and put us within walking distance of the train/bus station,…",,,,Date of stay: March 2015,"[All, languages]",51
Snezana S,Apr 2015,5,Ein nettes kleines B&B zum Wohlfühlen,"Die Lage ist perfekt, mitten in der Innenstadt - aber ruhig. Dank Login-Code (am Vortag per Mail zugeschickt) jederzeit problemloser Zugang. Liebenswerte Zimmer mit netten kleinen Design-Details, sehr praktisch und optisch ansprechend. Im gelben Zimmer ist die Dusche mit ihrem…",,,,Date of stay: March 2015,"[All, languages]",51
Mkttn,Mar 2015,4,Trivsamt och centralt,"Dagen innan incheckning fick jag ett mejl med instruktioner för att checka in. Så visst, det är ingen som möter upp en och visar en rummet, men när man ändå fått tydliga instruktioner tycker jag inte att det gör något. Centralt läge - på gott och ont verkar det som, men själv…",,,,Date of stay: March 2015,"[All, languages]",51
Rikard J,Mar 2015,5,Super nice B and B,"Stay at this very nice, cosy and central B and B! It's almost a little boutique hotel with only 4 rooms.  Real good value for money. Clean rooms, really comfortable beds. My room was a small attick-room with a garden view - the orange room.",,,,Date of stay: March 2015,"[All, languages]",51
Hannes P,Mar 2015,5,Perfect B&B,"Very cosy b&b with perfect location in Lund. Close by train station, church, university, restaurants and loads of culture. Warm and welcoming management. Clean and unique rooms. All in all a very pleasant stay. Highly recommended!!!!!!",,,,Date of stay: March 2015,"[All, languages]",51
gm7hj,Nov 2012,1,A bad stay,We chose this place to stay as our daughter was studying in Lund as an exchange student. From the moment we checked in we wished we hadn't stayed here. There is no one to greet you or show you around.   We stayed one night and we were kept awake most of the night by rowdy…,,,,Date of stay: April 2012,"[All, languages]",51
Soontp,Sep 2012,1,Beware! Do not Stay here!,"Booked 2 double rooms for 2 nights stay in Mid-May.  Showered inside the bathroom and water seeped to the room, there is NO SERVICE personnel at all, neither can we find a mop or cleaning equipment. We were helpful enough to use extra towels from the basement (which are the only…",,,,Date of stay: May 2012,"[All, languages]",51
