Perina T,Feb 5,5,Hideaway i Lund ,"Litet mysigt hotell i en vacker villa mitt i Lund.  Snyggt inredda rum och allmänna ytor.  Frukostbuffén, där fanns det vi ville ha och lite till. Ett extra plus att frukostvärdinna gjorde i ordning äggröra och bacon a la minute.  Här vill vi bo igen!   ",,,,Date of stay: February 2019,"[All, languages]",233
NikeVaxjo,Feb 5,5,"Charmigt, centralt och prisvärt",Bra läge och lätt och gott om platser att parkera på gatan (billig parkering). Kommunikation och information med port kod fungerade enkelt och bra. Hela stället är fantastiskt smakfullt renoverat och inrett. Bra städat. Frukosten hade det man behöver. Trevlig personal.... Ja det…,,,,Date of stay: January 2019,"[All, languages]",233
Loi4,Jan 2019,5,"Trevligt, mysigt och centralt B&B","En riktigt pärla! Smidigt med självincheckning mha koder. Rent, stort och smakfullt inrett rum med mjuk kontinentalsäng. (Bodde i ett deluxerum). Bonus för Chromecast till TVn! Frukosten var väldigt fräsch och innehåller allt man kan tänkas vilja ha. Rekommenderas! ",,,,Date of stay: January 2019,"[All, languages]",233
Jenny L,Jan 2019,5,Fantastisk pärla.,Suveränt läge. Smakfull inredning. Härliga kuddar.Kanontrevlig personal. Ljuvlig frukost ( inkl scrambled eggs&bacon á la minute 🙏). Verkligen prisvärt boende. Kommer garanterat tillbaka!                     ........ .                   .,,,,Date of stay: January 2019,"[All, languages]",233
TurkosJanne,Jan 2019,5,A wonderful experience in Lund,This was a surprise! Normally I stay at the usual hotel brands but this time I tried Millas Villa while visiting Lund. A beautiful villa close to the city and train station. The interior design was carefully chosen. In the morning I was greeted by a person asking me how the…,,,,Date of stay: January 2019,"[All, languages]",233
Murrz,Jan 2019,4,Mysigt och trevligt boende!,"Vänlig personal, trevligt rum och god frukost! <3 Nära och bra till både centrum och kollektivtrafiken. Fint städat och varmt och ombonat. Vi tillbringade en natt i ett utav källarens rum med privat badrum och stor tv :)",,,,Date of stay: January 2019,"[All, languages]",233
Peppi66,Jan 2019,5,Personligt och kliniskt rent,"Personligt, tryggt och smakfullt inrett och hur kan man hålla ett rum så rent? Det är enkelt att checka in, det gör man själv. Ligger centralt men ändå tyst. Ca 50 meter från stationen. Jag tror det är helt nyrenoverat. Varmaste rekommendation.",,,,Date of stay: January 2019,"[All, languages]",233
850Anders,Jan 2019,5,Ett av de bättre!,"Mycket bra ""B&B"" och mer än så. Trevliga rum, enkelt att boka och ""checka in"" utan att behöva checka in! Frukosten kanon och en mycket trevlig ""frukostnisse""! Bo där och det är väldigt lätt att parkera!",,,,Date of stay: January 2019,"[All, languages]",233
Lillemor H,Jan 2019,5,Jättetrevligt boende i Lund,"Perfekt boende i Lund, bort från traditionella hotell. Personligt och hemkänsla. Bra rum med sköna sängar, toppenfrukost!  Bra läge med gångavstånd till centrum, bra möjlighet till parkering, antingen på Pplats eller på gatan.",,,,Date of stay: January 2019,"[All, languages]",233
Jocke,Jan 2019,4,Kanonfint minihotel,Mycket fint litet hotel eller snarare B&B. Ingen reception men funkar fint att komma in o nyckeln till rummet satt i dörren. Rent o frächt rum. Skön säng. Bara ett minus på rummet. TVn gick inte att se på från sängen och det va minimum utbud. (I-landsproblem). Frukost va helt ok…,,,,Date of stay: January 2019,"[All, languages]",233
Henriette S,Jan 2019,5,I would stay here again,"Millas Villa is located an easy walk from the train station in a cute villa. They make use of self-check-in, meaning there is no reception, but the entrance hall is welcoming, has all the information you need, and there are signs leading you to the correct room. I received the…",,,,Date of stay: January 2019,"[All, languages]",233
Magnus,Jan 2019,5,"Glimrande, mycket bra. Sköna sängar och hemtrevligt","MillasVilla ligger väldigt centralt i Lund och gångavstånd till centralstationen. Det är helt nyrenoverat, noggrant och smakfullt. God frukost och trevlig personal. Passa även på att ta en måltid på Creperiet på Klostergatan.",,,,Date of stay: January 2019,"[All, languages]",233
PON,Jan 2019,4,Fint litet hotell nära centralstationen i Lund.,"Snyggt litet hotell. Man betalar i förskott och får en kod till ytterdörren via mejl/SMS. Nyckeln till rummet sitter i dörren när man kommer. Liten men helt ok frukost serveras. Enda klagomålet är väldigt lyhörda rum, åtminstone på våning 2 (rum 302).Det var omöjligt att inte…",,,,Date of stay: January 2019,"[All, languages]",233
Lars Juul G,Jan 2019,5,Nyistandsat svensk charme med fremragende atmosfære og service,"Vi stod 2 voksne og 1 teenager og manglede et værelse den 29-12-2018 i Lund. Vi fandt Millasvilla og blev overordentligt positivt overrasket.  Sikke en perle, helt nyrenoveret (november 2018) stor villa centralt i Lund. Vi fik et værelse med dobbeltsenge og sovesofa der kunne…",,,,Date of stay: December 2018,"[All, languages]",233
Jouko H,Jan 2019,5,Junicupen,"Jättenöjd,  fräsch,  bra frukost,  hemtrevligt, bra läge, bra personal, stilfullt renoverat,  skön säng, gott om plats, hade även tur med parkeringsplatsen fanns bara 2 som var gratis. Det ända var kanske att Wi-Fit var lite klent.",,,,Date of stay: December 2018,"[All, languages]",233
Robin J,Dec 2018,4,Kanon,"Jag rekommenderar starkt detta B&B.  Den får inte full pott pga av små omständigheter som att det är ganska dålig ljudisolering, iaf om man bor i källaren.  Sen kan det behövas en genomgång av rummen då vissa saker inte fungerade som dom skulle, i vårt rum så fungerade inte…",,,,Date of stay: December 2018,"[All, languages]",233
Maria P,Dec 2018,5,Besøg værd,"Fantastisk service, flotte rene værelser, hjemlig hygge, nem indtjekning/udtjekning. Frisklavet morgenmad, hvor æg/bacon bliver lavet når man sidder ved bordet. Et sted der er værd at besøge, ikke sidste gang vi har været der.",,,,Date of stay: December 2018,"[All, languages]",233
Erik B,Dec 2018,5,Superfräscht i bra läge,Kan varmt rekommendera detta lilla hotell. Verkar vara helt nyrenoverat med fantastisk inredning. Jättemysig frukostbuffé med småvarmt tillagat direkt av frukostvärdinnan. Smidig incheckning med kod till ytterdörr som meddelas innan och nyckel som satt i dörren till rummet. Bra…,,,,Date of stay: December 2018,"[All, languages]",233
Urlaubsexperte123,Dec 2018,5,"Kleines, feines Hotel in sehr guter Lage","MillasVilla liegt sehr nah am Lund Central, dem Hauptbahnhof von Lund. Ideal, wenn man mit dem Zug anreist. Milla und Klas haben die eigene Familienvilla zu einem gemütlichen kleinen Hotel umfunktioniert. Mein kleines Zimmer war ein winziges Gartenhäuschen hinter der…",,,,Date of stay: November 2018,"[All, languages]",233
Curiosity796946,Dec 2018,5,Underbart,"Har inte något att säga än bra bra bra med allt. Fint, bra läge, praktiskt, allt bra. Jag ska säker stanna där nästa gång jag reser dit bort. . Nackdelen kanske är att man träffar inte något i receptionen när man kommer sent men man får en kod innan så allt är ok.",,,,Date of stay: December 2018,"[All, languages]",233
Anna S,Dec 2018,5,Varmt rekomenderas,"Bekvämt läge, bara 6 min från central stationen. Jag bodde i en liten mysig villa bakom huvudbyggnaden. Te, vatten och vattenkokare gjorde mig extra glad) Internet funkar inte så bra, var beredd för det. I övrigt var allt perfekt.",,,,Date of stay: December 2018,"[All, languages]",233
