Guide52599679418,Jan 2019,5,Prisvärd mini-lyx,Fin hotellvistelse med god frukost och sköna sängar. Rummet var fräscht och hade väldisponerade ytor trots begränsad storlek. Vi var fyra personer i två dubbla rum och all var nöjda och sov gott om natten.,,,,Date of stay: January 2019,"[All, languages]",279
Venture35427812035,Dec 2018,4,Bra kvalitet,"Hotellet har bra pris, god frukost, personalen är trevliga och hjälpsamma. Om man vill äta där, det finns mat att beställa. Hotellet ligger på ett bra område var finns affärer om man vill går o köpa nåt. Jag tycker bara att madrasser på sängen som var dåliga. ",,,,Date of stay: December 2018,"[All, languages]",279
Resort51450865573,Dec 2018,4,Bengtsund,Bra boende för en billig peng. God frukost för alla smaker. På väg ännu längre söderut var hotellet lätt att hitta. Nära granne med både köpcentrum och bensinstation. Rummen var fräscha och renstädade vilket gav vistelsen ett extra plus.,"Response from LigulaHospitality, Guest Relations Manager at Good Morning LundResponded Dec 18, 2018","Responded Dec 18, 2018","Hej, Vi är tacksamma att du tagit dig tiden att skriva till oss.  Vi blir alltid lika glada när våra gäster trivs hos oss, det är ni som gör det möjligt. Jag ska se till att personalen får läsa ditt fina omdöme.  Låt det inte dröja för länge innan vi ses igen. Sarah, Good Morning Lund",Date of stay: December 2018,"[All, languages]",279
yeydrek,Nov 2018,3,expensive,"the hotel is clean, the rooms are clean, the bathroom is clean.friendly staff, lots of parking space next to the hotel.the hotel is hard to find, even using the gps, there are no signs.rooms are tiny! too small for the high price (83eur for standard twin room).","Response from LigulaHospitality, Guest Relations Manager at Good Morning LundResponded Dec 18, 2018","Responded Dec 18, 2018","Hi, Thank you very much for sharing your review of our hotel. We always use our guests feedback to improve moving forward, we appreciate that you took the time to write.  We hope to have the opportunity to welcome you back soon again.  Sarah, Good Morning Lund",Date of stay: November 2018,"[All, languages]",279
Daniel U,Nov 2018,4,Nice little hotel,"Nice and clean little hotel. This, like many other Swedish hotels nowadays, offer some vegan alternatives at the breakfast. This is excellent and sends a signal of commitment. When I return I hope for a completely vegan meal on the dinner menu.","Response from LigulaHospitality, Public Relations Manager at Good Morning LundResponded Dec 18, 2018","Responded Dec 18, 2018","Hi Daniel, We are thrilled to hear about your stay, thank you for sharing it with us. We would like to take the opportunity to welcome you back.  Sarah, Good Morning Lund",Date of stay: November 2018,"[All, languages]",279
DayTrip50542172917,Nov 2018,4,"Mycket trevligt, välstädat och otroligt fin service!",Väldigt trevligt bemötande och de fixade snabbt värmen på rummet när jag berättade att det var iskalt! Väldigt trevliga mot min hund och var otroligt öppna och hjälpsamma för att ha hundar på besök! Vi kommer komma tillbaka igen!! ,"Response from Håkan M, General Manager at Good Morning LundResponded Dec 7, 2018","Responded Dec 7, 2018","Hej! Det är alltid lika roligt att höra hur våra gäster har haft det, tack för att du tog dig tiden att skriva om din vistelse. Vad trevligt att läsa att du trivdes hos oss. Jag ska se till att personalen får läsa ditt fina omdöme.  Vi hoppas att vi ses väldigt snart igen. ",Date of stay: November 2018,"[All, languages]",279
Climber32530137051,Nov 2018,3,Budget that is not budget,"Overpriced for such a small double room. Even for a single bed this would be too small. On top of the main matress  there is a thin mattress that keeps sliding away. Poor wifi internet.Dinner is expensive for what it is. Breakfast is OK but minimum, machine coffee.Good free…","Response from LigulaHospitality, Guest Relations Manager at Good Morning LundResponded Nov 20, 2018","Responded Nov 20, 2018","Hi, We are happy that you choose to stay with us and shared your experience with us. We always use our guests feedback to improve moving forward, we appreciate that you took the time to write.  Your notes will help us to improve, thank you so much for sharing. Hope to see you soon again. Sarah, Good Morning Lund ",Date of stay: November 2018,"[All, languages]",279
hnsjrgnweis,Nov 2018,3,"Für Schweden recht preiswert, sehr sauber, aber ohne Komfort","Die Zimmer sind klein, die Matratze war nur lose aufgelegt, verrutscht immer wieder. Zu zweit kann man kaum nebeneinander im Raum stehen. Bad o.k., WLAN funktioniert, freundlicher Service, Kaffee und Tee umsonst.","Response from LigulaHospitality, Guest Relations Manager at Good Morning LundResponded Nov 20, 2018","Responded Nov 20, 2018","Hi, Thank you very much for sharing your review of our hotel. We strive to improve, and you comments will help us in this quest.  Warmest regards from all of us at the hotel, hope that we will see you soon again.  Sarah, Good Morning Lund",Date of stay: November 2018,"[All, languages]",279
francien2015,Oct 2018,4,Great pass through hotel,This hote lis more a budget place for when passing by . Room are good there is a parking and the have friendly staff. It is not recommended to stay here for a long time but short is good. The city centre can be reached on foot but it is quite the walk,"Response from LigulaHospitality, Marketing  at Good Morning LundResponded Nov 2, 2018","Responded Nov 2, 2018",Hello  Thank you for taking the time to tell us about your lovely stay.We would like to take the opportunity to welcome you back.   Best regards/ Good Morning Lund Gustav ,Date of stay: September 2018,"[All, languages]",279
misignal,Oct 2018,3,OK Hotel,"OK Hotel, small rooms though but good beds. Breakfast buffet not great but acceptable. Easy ti find the hotel and park (for free). Not in the city center and close to a busy motorway. If you open the window you only hear roaring cars. ","Response from Håkan M, General Manager at Good Morning LundResponded Oct 16, 2018","Responded Oct 16, 2018","Dear guest, We sincerely appreciate when our guests take the time to review us.Thank you for your feedback. We are looking forward to welcoming you back to our hotel.",Date of stay: October 2018,"[All, languages]",279
murum45,Oct 2018,4,GoodMorning Lund,"Eftersom jag är frusen och det var en mulen dag kändes uppvärmningen för svag' annarsbra. Rummet kan upplevas som något trångt, men eftersom vi bara sov där var det ok. Prisvärt hotell och trevlig personal.","Response from Håkan M, General Manager at Good Morning LundResponded Oct 16, 2018","Responded Oct 16, 2018","Hej! Tack för ditt omdöme och för att du tog dig tid att skriva en kommentar. Din åsikt är mycket viktig för oss. Din recension kommer att delas med vår personal, vi är väldigt tacksamma att du haft en bra upplevelse hos oss.  Vi på hotellet önskar er ett varmt välkommen tillbaka. ",Date of stay: October 2018,"[All, languages]",279
Darren W,Sep 2018,3,Budget hotel,"You get what you pay for I suppose. The walk into town was about 35 mins. My room was a ‘double’ - well, it contained two single beds and I had to literally squeeze past the desk to get to them. I bashed my knee against the wall radiator during the night but managed to move the…","Response from Håkan M, General Manager at Good Morning LundResponded Sep 20, 2018","Responded Sep 20, 2018","Dear Darren, Thank you for taking the time to review your stay with us. Your feedback is very much appreciated.  We are happy that you enjoyed your stay, however regret that we fell short on your expectations regarding our rooms. We will take your comments into consideration in our effort to continuosly improve the quality of our service. We look forward to seeing you in the future, welcome back! ",Date of stay: September 2018,"[All, languages]",279
wbuite450649,Aug 2018,4,good transit hotel,"goed doorreishotel, prima bereikbaar, ruime parkeerplaats, rus gelegen, stadscentrum op 5 minuten rijden, vriendelijke en behulpzame staff, erg kleine kamer, geen airco, prima bedden, goed ontbijt (inclusief Zweedse balletjes)",,,,Date of stay: August 2018,"[All, languages]",279
ljense131883,Aug 2018,3,Hotellet verkade trött och ha lågt tempo/dålig planering/synk,Trångt i reception och restaurang. Städningen var helt okey och badrummet var fräscht. Personalen var trevlig. Saknade bättre planering/framförhållning. Äggen tog slut och det verkade komma som en överraskning och tog tid att koka nytt och jag fick först äta övrig frukost och…,,,,Date of stay: August 2018,"[All, languages]",279
