[English],240,16.0,,5,1 week ago ,Summer and winter destination,"Washington, DC, United States","The botanical garden in Lund is an oasis 5 minutes walk from downtown. Lots of trees, perennials and annuals. Beautiful outdoor cafe in the summer next to a pond with ducks. And, an ever growing series of greenhouses with tropical climate, perfect for cold or...More"
[English],240,37.0,4.0,5,"October 21, 2018 ",A your-round destination,"Lund, Sweden","There is no wrong time to visit Lund's botanical garden! When the weather is foul you can seek refuge inside the green houses and admire exotic plants from various parts of the world. On a warm summer evening, the gardens is the perfect place to...More"
[English],240,33.0,4.0,5,"October 13, 2018 ",Gives peace of mind,"Oslo, Norway","Lund's beautiful botanical garden gives peace of mind. A lovely place for a walk to clear your mind after a hard day at work. The garden has a very nice café as well, but it is closed during the winter season."
[English],240,45.0,9.0,4,"October 12, 2018 ",Beautiful botanical gardens for walking,"Toronto, Canada","Beautiful botanical gardens for taking a nice and peaceful walk in. Lovely gardens, lovely scenery and lovely water features. This place was really nice to have a stroll through and just sit and relax."
[English],240,3.0,,4,"October 3, 2018 ",Botanical Garden in Lund,"Lund, Sweden",It is a very nice and beautiful botanical garden with lots of old trees. There is a Davidia involucrata. When it blooms it is fantastic.
[English],240,58.0,31.0,4,"September 17, 2018 ",Lovely place to visit ,"Huddersfield, United Kingdom",Out with our grandchildren for the day and visited botanical gardens. It’s very child friendly and there were people showing fruit and vegetables they had grow and the children were able to sample these. Cafe is also very good..
[English],240,12.0,2.0,5,"September 6, 2018 ",More beautiful every year.,"Lund, Sweden","""Botan"" has developed from being a pure botanical garden for students and researchers to becoming more of a pleasure garden with more emphasis on aesthetics. Every year, some part of the garden is developed and every season offers its surprises, so it is both worth...More"
[English],240,37.0,14.0,5,"September 6, 2018 ",So much to see,"The Hague, The Netherlands",Too bad we couldn't stay longer. This is a place you can visit any time and discover something new. Well done!
[English],240,14.0,1.0,4,"August 27, 2018 ",Beautiful Botan!,"Lund, Sweden","This beautiful botanical garden is a must while in Lund during spring, summer and fall. In addition to the large garden, you can have the best lunch or fika in the café, buy seedlings in the shop or just enjoy the greenery. A green heart...More"
[English],240,5.0,,4,"August 27, 2018 ",Paradise in Lund's heart,"Lund, Sweden",A beautifull place for anytime of the year. There is a huge variety of plants all over the world. Specially the indoors green-house is something you must see!
[English],240,684.0,143.0,4,"August 26, 2018 ",Free greenhouse,"Kingston-upon-Hull, United Kingdom",These were great gardens in the city. Loads of interesting buildings within the grounds and lots of different gardens to look at as well. The greenhouse was free to walk around. Loads of different plants to see and they had also provided information about them...More
[English],240,302.0,62.0,5,"August 25, 2018 ","A peaceful, and lovely plave to go for a walk right in the middle of Lund","Diani Beach, Kenya",A beautiful botanical garden right in the middle of Lund.  There is also a lovely little cafe near a lovely pond for a nice cappuccino and a pastry.
[English],240,2.0,,5,"August 6, 2018 ",Wonderful spring flowers,"Lund, Sweden","The botanical garden is always a joy to visit. Extra beautiful in the spring. My favourite park in the city. Nice smell and pretty birds in the orangerie. Almost always calm, only time when there’s a lot of noice is for two weeks when the...More"
[English],240,65.0,22.0,4,"July 19, 2018 ",Beautiful ,,A walk in the Botanical Gardens is absolutely beautiful. Not to mention if one is of course into different plants and flowers then it's a must.
[English],240,58.0,14.0,4,"July 14, 2018 ",Really nice botanical garden,"Helsinki, Finland","The systematic garden with plants in arcs outside, and inside easily accessible greenhouses (free entrance) separate rooms for different climates. Automatic doors make the walking really easy, and there is really lot to see. Highly recommended!"
[English],240,166.0,78.0,3,"July 11, 2018 ",Nice free space in Lund,"Horsham, United Kingdom",The gardens are pleasant and entry is free. A sign says that they've got some financial issues and unfortunately it shows. It looks a bit shabby in parts. If you are used to the quality of botanical Gardens in the UK then you may be...More
[English],240,19.0,6.0,5,"July 2, 2018 ",Lovely gardens,"Barrie, Canada",It has been very dry and hot in May so the flowers and trees did not have a c hence to be at their best.  Lovely selection.  Nice to see so many common flowers that are the same as we have in Canada.
[English],240,199.0,54.0,4,"June 29, 2018 ","Do not visit in winter, but DO! visit in summertime!!","Bunschoten, The Netherlands","Beautifull garden. Bert wellprepared garden, lots of different kinds of flower, trees and Bushes. But whatsapp is most impressie : the atmosphere, relaxed, open and colourfull. Worth a visit and a walk!"
[English],240,142.0,16.0,5,"June 23, 2018 ",Beatifull and quiet garden,"Inverness, United Kingdom",Not very large but very well maintained garden with several flowers distributed along the walk streets. Visit is recommended.
[English],240,34.0,6.0,5,"June 20, 2018 ",Beautiful gardens in the middle of the city,,"Very well kept and beautiful gardens in the middle of Medieval Lund city centre. It was a botanicist from Lund who imported Dahlias in the 18th century, there is a wide selection of varieties on display."
[English],240,14.0,6.0,5,"May 26, 2018 ",A beautiful oasis in the midst of a beautiful city,"Lexington, Kentucky","This lovely educational park restores the weary traveler's senses with colourful flowers, large shady trees and even a greenhouse. Nice for a picnic or a stroll. Free."
[English],240,57.0,28.0,5,"May 24, 2018 ",Family friendly,"Western Australia, Australia","We spent some time admiring the flora. There are around 7000 different varieties located in the grounds. During May many of the flowers were blooming, the Park was busy and it was a truly beautiful place to spend some time. Take a picnic as there...More"
[English],240,808.0,188.0,5,"May 17, 2018 ",A beautiful spot,"Columbia, Maryland",The University’s beautiful botanical gardens sre a wonderful spot to while away the hours and spend time communing with nature. They house an incredibly rich and diverse collection of plants from all over the world displayed in beautiful settings.
[English],240,81.0,3.0,5,"April 15, 2018 ",the beautiful garden of Lund,"Lund, Sweden","this place is so amazing, especially in spring when all students enjoy this nice city oasis. It comes in so many colors and beauty. A must see when in Lund."
[English],240,239.0,55.0,3,"April 8, 2018 ",Nice,"Skanor, Sweden",Beautiful grounds about to explode for spring. Would be better to visit once the warmth has encouraged the bulbs to grow. Glasshouse has very limited open hours so make sure you are there for the 5 minutes they let you in.
[English],240,164.0,15.0,4,"March 31, 2018 ","Small but diverse, good quick visit","Stockholm, Sweden","The grounds are a nice little stroll and the greenhouses are very nice. For the quite small area alotted for this garden, there is an impressive variety of species and biomes represented. Of course, a visit during summer is preferred."
