0,Building
1,Classical architecture
2,
3,Building
4,Building
5,Garden
6,Building
7,Landmark
8,Building
9,Medieval architecture
10,Building
11,Property
12,Building
13,Landmark
14,Building
15,Vegetation
16,Tree
17,Landmark
18,Tree
19,Landmark
20,Building
21,Statue
22,
23,
24,Holy places
25,Building
26,Building
27,House
28,Estate
29,Property
30,Building
31,Public space
32,Natural landscape
33,Building
34,Statue
35,Architecture
36,Landmark
37,Spire
38,Building
39,Building
40,Town
41,Walkway
42,
43,
44,Landmark
45,Historic site
46,Natural landscape
47,Brickwork
48,Palace
49,Transport
50,Property
51,Landmark
52,Landmark
53,Building
54,Tree
55,Property
56,Tree
57,Grassland
58,Property
59,Architecture
60,Landmark
61,Estate
62,
63,
64,Water
65,Landmark
66,Property
67,Water transportation
68,Tree
69,Building
70,Architecture
71,Landmark
72,Landmark
73,Landmark
74,Property
75,Building
76,Medieval architecture
77,Property
78,Building
79,Aerial photography
80,Town
81,Residential area
82,
83,
84,Water
85,Classical architecture
86,Marina
87,Building
88,Tree
89,Vegetation
90,Building
91,Building
92,Road
93,Spire
94,Landmark
95,Building
96,Neighbourhood
97,Medieval architecture
98,House
99,Aerial photography
100,Town
101,Grassland
102,
103,
104,Sky
105,Transport
106,Body of water
107,Landmark
108,Picket fence
109,Sky
110,Building
111,Building
112,Vehicle
113,Tree
114,Landmark
115,Building
116,Building
117,Natural landscape
118,Bicycle
119,Sky
120,Spire
121,
122,
123,Town
124,Sky
125,Landmark
126,Water
127,Architecture
128,Sky
129,Tree
130,Architecture
131,Tree
132,Aerial photography
133,Holy places
134,Property
135,Spire
136,Aerial photography
137,Town
138,Statue
139,Sky
140,Sky
141,
142,
143,Town
144,Property
145,Landmark
146,Landmark
147,Landmark
148,Town
149,Building
150,City
151,Public space
152,Property
153,Marina
154,Town
155,Water
156,Natural landscape
157,Town
158,Town
159,Medieval architecture
160,Tree
161,
162,
163,Shore
164,Architecture
165,Street
166,Landmark
167,Tree
168,Town
169,Road
170,Public space
171,Landmark
172,Tree
173,Building
174,Building
175,Sky
176,Spire
177,Aerial photography
178,Landmark
179,Town
180,Sky
181,
182,
183,Sky
184,Town
185,Snow
186,Building
187,Sky
188,Tree
189,Landmark
190,Landmark
191,Musician
192,Building
193,Wall clock
194,Tree
195,Residential area
196,Public space
197,Grassland
198,Night
199,Architecture
200,Town
201,
202,
203,Landmark
204,Tree
205,Town
206,Residential area
207,Town square
208,Vehicle
209,Town
210,Street
211,Town
212,Tree
213,Tree
214,Aerial photography
215,Town
216,Roof
217,Night
218,Building
219,Landmark
220,Building
221,
222,
223,Building
224,Building
225,Landmark
226,Building
227,Landmark
228,Landmark
229,Building
230,Landmark
231,Lighting
232,Building
233,Building
234,Estate
235,Classical architecture
236,Classical architecture
237,Building
238,Building
239,Classical architecture
240,Landmark
241,
242,
243,Landmark
244,Building
245,Landmark
246,Estate
247,Estate
248,Building
249,Classical architecture
250,Landmark
251,Building
252,Ch?teau
253,Building
254,Building
255,Building
256,Landmark
257,Building
258,Landmark
259,Landmark
260,Estate
261,
262,
263,Building
264,Building
265,Sky
266,Reflection
267,Building
268,Estate
269,Architecture
270,Building
271,Landmark
272,Building
273,Building
274,Property
275,Aerial photography
276,Palace
277,Building
278,Building
279,Castle
280,Landmark
281,
282,
283,Building
284,Building
285,Building
286,Estate
287,Building
288,Landmark
289,Landmark
290,Landmark
291,Building
292,Landmark
293,Landmark
294,Landmark
295,Landmark
296,Building
297,Estate
298,Building
299,Aerial photography
300,Medieval architecture
301,
302,
303,Building
304,Estate
305,Building
306,Landmark
307,Building
308,Reflection
309,Estate
310,Landmark
311,Landmark
312,Estate
313,Building
314,Landmark
315,Estate
316,Landmark
317,Building
318,Estate
319,Landmark
320,Medieval architecture
321,
322,
323,Building
324,Building
325,Architecture
326,Landmark
327,Medieval architecture
328,Building
329,Landmark
330,Spring
331,Estate
332,Landmark
333,Building
334,Architecture
335,Landmark
336,Landmark
337,Landmark
338,Landmark
339,Building
340,Building
341,
342,
343,Building
344,Building
345,Architecture
346,Building
347,Building
348,Landmark
349,Building
350,Classical architecture
351,Landmark
352,Building
353,Landmark
354,Building
355,Landmark
356,Landmark
357,Tree
358,Building
359,Building
360,Estate
361,
362,
363,Medieval architecture
364,Landmark
365,Building
366,Landmark
367,Building
368,Building
369,Building
370,Landmark
371,Landmark
372,Landmark
373,Estate
374,Building
375,Building
376,Estate
377,Landmark
378,Building
379,Building
380,Building
381,
382,
383,Landmark
384,Property
385,Building
386,Estate
387,Building
388,Landmark
389,Building
390,Property
391,Palace
392,Landmark
393,Estate
394,Building
395,Estate
396,Estate
397,Classical architecture
398,Classical architecture
399,Classical architecture
400,Classical architecture
401,
402,
403,Classical architecture
404,Landmark
405,Building
406,Building
407,Building
408,Landmark
409,Landmark
410,Estate
411,Building
412,Building
413,Estate
414,Metropolitan area
415,Building
416,Building
417,Building
418,Landmark
419,Estate
420,
421,
422,
423,Landmark
424,Landmark
425,Building
426,Landmark
427,Estate
428,Landmark
429,Building
430,Estate
431,Landmark
432,Classical architecture
433,Building
434,Landmark
435,Landmark
436,Estate
437,Landmark
438,Ch?teau
439,Building
440,Landmark
441,
442,
443,Palace
444,Landmark
445,Building
446,Landmark
447,Building
448,Landmark
449,Estate
450,Classical architecture
451,Classical architecture
452,Classical architecture
453,Classical architecture
454,Property
455,Landmark
456,Building
457,Building
458,Building
459,Tree
460,
461,Estate
462,
463,
464,Landmark
465,Building
466,Landmark
467,Landmark
468,Estate
469,Landmark
470,Building
471,Estate
472,Building
473,Castle
474,Building
475,Building
476,Classical architecture
477,Landmark
478,Estate
479,Landmark
480,Landmark
481,
482,
483,Landmark
484,Architecture
485,Estate
486,Classical architecture
487,Sky
488,
489,
490,Estate
491,Landmark
492,Medieval architecture
493,Building
494,Building
495,Building
496,Landmark
497,Ch?teau
498,Ch?teau
499,Ch?teau
500,Ch?teau
501,Property
502,Building
503,Body of water
504,Classical architecture
505,Property
506,Body of water
507,Property
508,
509,
510,Estate
511,Property
512,Estate
513,Building
514,Classical architecture
515,Building
516,Building
517,Landmark
518,Landmark
519,Estate
520,Landmark
521,Building
522,Building
523,Estate
524,Building
525,Landmark
526,Building
527,Estate
528,
529,
530,Medieval architecture
531,Building
532,Palace
533,Landmark
534,Landmark
535,Building
536,Estate
537,Architecture
538,Building
539,Building
540,Building
541,Building
542,City
543,Landmark
544,Building
545,Sky
546,Town
547,Landmark
548,
549,
550,Building
551,Estate
552,Building
553,Building
554,Aerial photography
555,Garden
556,Building
