[English],30,1,,1,3 weeks ago ,Dreadful bar staff,"Edinburgh, United Kingdom",I visited friends in Lund. We went to inferno for a few quiet beers. We had a pleasant evening. At the end of the evening a member of bar staff came up and told me I was banned. He gave no reason why! Maybe it...More
[English],30,6,3,2,"July 20, 2018 ",Good place for a drink - but don't try the food,"London, England, United Kingdom","This bar has a lot going for it: the interior has a British pub atmosphere and there is an outside area to the front and rear. The latter has a good view of an attractive back yard of half-timbered buildings. 

There is a good range...More"
[English],30,501,185,4,"May 24, 2018 ",Good friendly bar/restaurant,"Bradford, United Kingdom","We visited twice during our stay, once for drinks only and then again for dinner. Service is friendly and there is some nice outdoor seating.
The first time we visited there were some musicians inside playing what sounded to me like Irish music, though the...More"
[English],30,106,48,4,"November 11, 2017 ",Cosy old world pub,"Lund, Sweden","It's all about the beer scene here! This charming pub offers a very good selection of beers from around the world, including local craft specialties on tap and in bottles. Staff are always happy to chat about beers on offer. The old building is often...More"
[English],30,69,19,4,"October 8, 2017 ",Vegetarian dinner and great beer selection,"Canberra, Australia","We enjoyed our home-made veggie burger/think fries (one of two vegetarian mains on the menu, and there were also several starters) and a couple of really good beers for dinner tonight. The service was very helpful and the place has a lovely feeling about it....More"
[English],30,11,1,5,"October 8, 2017 ","Home cooking, craft ales","Cambridgeshire, United Kingdom","Superb venue, excellent home cooking - recommend having the Bulgarian dishes, some of the best food I've ever eaten."
[English],30,716,294,4,"September 6, 2017 ",Very English.,"Kettering, United Kingdom","What a great pub! It's actually as near to an English boozer you could get but it's Swedish!  Great bar staff, made to feel welcome! Sat outside in the rear drinking. Very good."
[English],30,88,10,3,"July 9, 2017 ","Lots of beer, unfocused menu","Lund, Sweden","Acceptable number of beers on tap, and a great many on bottle. The menu is rather unfocused, mixing traditional food grub with traditional Swedish cuisine, and a handful of Bulgarian dishes. We have tried a number of the Bulgarian stews, and they were rich in...More"
[English],30,26,3,4,"June 21, 2017 ",Great beer list,,"There were so many great beer options to choose from here at Inferno. It seemed to be a great hangout for local professors and students. It can be a little crowded, but worth going to check out for a pint or two."
[English],30,44,17,5,"June 21, 2017 ","Great service, great beer, great food - go now!","Bath, Uk","We had a great evening at Inferno, the very helpful landlady allowed us to taste several beers, made recommendations and was also very welcoming to our 8 year old.  We had a cheese platter and olives for starters and then huge burgers (including a good...More"
[English],30,40,12,5,"May 26, 2017 ",Sommarterras,"Lund, Sweden","Very service minded personal. A paradise for you who likes beer, a good wine too. The food is delicious every time when I eat there.
A very nice outdoor seating in the inside garden of restaurang."
[English],30,17,1,3,"March 14, 2017 ","Great cider, ok food","Muonio, Finland","Great drinks, food was decent but very comforting. Something for everyone and not expensive. Maybe not the top but a good choice for a super casual dinner."
[English],30,34,7,4,"August 22, 2016 ",Best beer place in Lund,,Very cosy pub with the largest beer range and best beers of Lund. Real place for beer lovers and a cosy place to sit. Prices are higher  but worth the great beers.
[English],30,23,13,4,"June 10, 2016 ",Cozy place in the center of Lund,"Malmo, Sweden","Simple and nice place to take a beer in a have a meal.
I had the schnitzel and it was good.
I like the large assortment of different beers."
[English],30,9,3,5,"June 9, 2016 ",Good selection!,,"Only steps north of the university and the cathedral. Great beer and cider selection. Friendly and knowledgeable bartender made the choice of beverage easy. Compared with the tourist traps at the big square, this is heaven."
[English],30,215,59,3,"April 28, 2016 ",Interesting but far from exciting,"Lund, Sweden","The place is in an incredibly beautiful building, but the interior design doesn't match the building itself and is a bit shabby in some sense.
We were there with our kids - our interest is more food than beer, but we were there in company...More"
[English],30,7,1,3,"April 28, 2016 ",Fast service but the Dante Burger did not impress,"Copenhagen, Denmark","I love burgers and I really know my burgers, sadly Inferno did not impress me with it's burger. Though the service is great and seemingly the Bar is great."
[English],30,31,10,4,"February 28, 2016 ","Great beer selection, ok food","Copenhagen, Denmark","This is my favorite place for beers in Lund, and I think it would be worth visiting almost anywhere. Very friendly staff and a great selection of bottles, particularly smaller Swedish breweries. Even the taps, they just recently had Kernel on tap! The food is...More"
[English],30,23,6,4,"December 20, 2015 ",Food is ok and the staff is really nice and friendly !,,I have been there several times and I have to say that the bartender is really nice and friendly. He takes the time to answer questions about whisky or beer they have which is great!
[English],30,41,12,3,"December 15, 2015 ","Tasty meal in rustic setting, but food lacks finesse","Lund, Sweden","The Bulgarian style dishes were filling and had some nice flavor, but was rather basic to the price we paid. It seems people rather go here for the beer."
[English],30,12,,3,"October 3, 2015 ",nice atmosphere,"Lund, Sweden","seems to be quite popular for afterwork. a real pub with some nice alternatives. the daily lunch was ok, although not big servings"
[English],30,26,6,4,"September 27, 2015 ",Lots of beer,"Milan, Italy","Nice place, average prices. We were expecting something probably atmosphere wise... Overall OK of you want to have a beer on a Saturday night in Lund"
[English],30,39,10,4,"July 5, 2015 ","Good burgers & a very, very, very long beer list","Ann Arbor, Michigan","We were simply overwhelmed by the incredible beer selection. Their Dante burger and veggie burger are great! Maybe you don't want to sit next to the very graphic ""Inferno"" wall painting though ... At least not while eating ;)."
[English],30,12,,3,"June 28, 2015 ","Good place to talk, otherwise mediocre.","Malmo, Sweden","Good and plenty of beer, tasty chilly nuts and the music is on a level that you still understand the people that you are talking to. Apart from that it is a rather dark place with mediocre food. So under the line I would consider...More"
[English],30,3,,4,"April 5, 2015 ",Pleasant Sunday afternoon,"Worcester, United Kingdom","Quiet and charming venue with plenty of space. Staff were very helpful with translating the menu and choosing beer. Food was appetising, but limited in quantity and didn't quite match the description. Glad they had cider, but it was their last bottle and not Swedish,...More"
[English],30,89,33,3,"March 17, 2015 ",Not impressed,"Lund, Sweden","Food was not good. Service and beer was good. Not been back since and with such a variety in Lund, I am not likely to go again. Sorry...."
[English],30,24,22,3,"February 16, 2015 ",Beer ,"Odense, Denmark","Come for a good beer selection in a candle light filed place with mixed clientele. Most exciting stuff are by bottle, while tap has multiple ordinary ones"
[English],30,34,17,4,"December 28, 2014 ","Great beer, bad food",lund,"Nice pub, good beers if they have the one you choose on the list. Not cheap. The food isn't up to much,  so don't bother."
[English],30,2,3,5,"June 19, 2014 ",Best bar in Sverige!,,First night at Sweden I found this great bar in Lund. A good plate of pasta and one Swedish beer was the plan. Untill I met these heartwarming and funny employees Hanna and Jonathan. Alone on motorcycle roadtrip and figuring out what to do next...More
[English],30,14,7,3,"January 16, 2014 ",Nice place for a beer and meal,"Copenhagen, Denmark","One of the popular places in the city for night-bite and the good selection of beers.
I have been here a few times and until last time, the service and quality of food have been good and cheap (""cheap"" at least compared to other restaurants...More"
[Swedish],33,17,2,5,2 weeks ago ,Mysigt,"Lund, Sweden","Serviceinriktad personal, alla pratar inte svenska, men är mycket måna om att gästerna skall ha det bra och vara nöjda....More"
[Swedish],33,1,,5,2 weeks ago ,Fantastisk sortiment på öl och hemtrevlig miljö,,Vill man dricka god öl eller prova nåt nytt i ölväg i Lund så är Inferno stället att gå till....More
[Swedish],33,3,1,4,"October 27, 2018 ",Nästan alla öl som finns,,"Hit går man för att dricka öl. 5 poäng för det enorma ölsortimentet, 4 för lokal och atmosfär men tyvärr...More"
[Swedish],33,31,1,3,"August 14, 2018 ",Enormt urval öl,,"Jättestort urval, även om många sorter ofta är slut för tillfället. Dyrt. Anständig mat på menyn - varken jättegott eller...More"
[Swedish],33,14,,4,"July 9, 2018 ","Bra mat, massor av öl att välja på med kunnig personal som gärna hjälper till.","Lilla Edet, Sweden","De hade meny med säsongens mat och tips på passande öl till, hamburgare och bulgarisk mat som var toppengod! Ingen...More"
[Swedish],33,385,49,4,"May 17, 2018 ",Ett härligt utbud av bra öl!,"Lund, Sweden",Inferno är ett väldigt trevligt ställe när man vill pröva öl. Här finns ett stort utbud och ett bra käk....More
[Swedish],33,75,4,4,"March 18, 2018 ",Bra ölutbud och mysig atmosfär,"Karlstad, Sweden","Mysig atmosfär, bra ölutbud, satt några personer och spontanspelade irländsk musik. Älskar ställen som är öppna för spontanspelande! Hade nog...More"
[Swedish],33,251,51,3,"October 7, 2017 ",After work med käk,"Loddekopinge, Sweden","Ölsortimentet är det sannerligen inget fel på, massor både på tapp och i flaska.  Maten är kanske inte ett lite...More"
[Swedish],33,163,18,4,"August 20, 2017 ",Gediget ölutbud,"Ystad, Sweden",Ölutbudet är stort och brett. Stället har två uteserveringar. En är belägen på innergården och en vätter mot vägen. Vi...More
[Swedish],33,179,46,2,"August 8, 2017 ",Säkert bra öl utbud men dålig mat,"Stockholm, Sweden","Vi stannade till för en enkel bit mat, utbudet på öl var säkert bra. Vi beställde varsin hamburgare och den...More"
[Swedish],33,26,9,3,"July 21, 2017 ",Gott och trevligt,"Lund, Sweden",Inget jättespeciellt med detta ställe egentligen. Jag och en vän åt hamburgare och de var riktigt goda. Något små portioner....More
[Swedish],33,46,8,3,"May 5, 2017 ",Perfekt för after work,"Lund, Sweden",Ett perfekt ställe att ta en after work eller bara sitta och snacka med vänner. Ett stort plus är att...More
