Hotell_Oskar,d1201469,Mhel F,Dec 2018,5,Recommended!,"Cute room,very comfortable  Easy check in and out  timely correspondence,prompt response from hotel owner Quiet area,close to everything esp the central station Delicious breakfast Nice ambience and cute decor Friendly staff",,,,Date of stay: December 2018,"[All, languages]",341
Hotell_Oskar,d1201469,Susanna K,Dec 2018,5,Trivsamt hotell,"Ett underbart litet hotell med trädgård, perfekt, centralt läge, alla faciliteter, hemtrevlig atmosfär, vänligt och serviceminded bemötande. Fräscht och trevligt rum, frukostbuffe med massor av gott! Är supernöjd och det var inte mitt sista besök!",,,,Date of stay: December 2018,"[All, languages]",341
Hotell_Oskar,d1201469,Arvid_R,Nov 2018,2,Faller på en avgörande brist!,Det finns en hel del gott att säga om Hotell Oskar i Lund; läget är väldigt fint och frukosten mycket god. Tyvärr överskuggas detta av den katastrofalt dåliga ljudisoleringen! Jag bodde i ett av dubbelrummen på innergården och kunde inte somna på grund av ljudet från…,,,,Date of stay: November 2018,"[All, languages]",341
Hotell_Oskar,d1201469,Christophe J,Nov 2018,5,Very charming hotel centrally located,"Very good experience overall. A bit strange to see nobody (no physical reception), but understandable for such small place and in the end everything fell into place nicely. We also enjoyed the breakfast at nearby crêperie!",,,,Date of stay: November 2018,"[All, languages]",341
Hotell_Oskar,d1201469,mmkwong,Oct 2018,4,Prime location,"Small and tiny from the outside, but neat and modern on the inside. This hotel is more like a B and B, but without the proprietors on site. The upstairs room we had was spacious enough for our needs and the included breakfast at the nearby restaurant was outstanding. Friends…",,,,Date of stay: September 2018,"[All, languages]",341
Hotell_Oskar,d1201469,Tomas E,Sep 2018,5,Smidigt!,"Litet, trevligt, smidigt! Portkod via SMS/mail, bara att kliva in och ta sitt kuvert med rumsnyckeln.Mycket centralt beläget. Rent och snyggt. Frukost serveras runt hörnet på Creperiet. Mycket prisvärt. Rekommenderas.",,,,Date of stay: August 2018,"[All, languages]",341
Hotell_Oskar,d1201469,Jan F,Aug 2018,5,"Wunderbares kleines Hotel mit allen Standards, die man hofft, nutzen zu können: Superbetten, Superfernsehen, Superwlan .","Mitten in Lund gelegen, ist es eine vorzügliche Herberge - und das Frühstück in der Creperiet um die Ecke ist auch vom Feinsten. Die Details stimmen auch - etwa, dass Wasser in einer Flasche zur Verfügung gestellt wird.",,,,Date of stay: August 2018,"[All, languages]",341
Hotell_Oskar,d1201469,Thorell,Aug 2018,4,Hyggeligt med central beliggenhed,"Fint lille hotel med central beliggenhed. Man aftaler ved værten, hvordan man lukker sig ind - via kode på døren. Der er fri kaffe i receptionen. Gårdhaven er ok - men man sidder lidt til skue for de andre gæster. Værelserne er fine, men lidt anonyme. Tæt på banegården - og hvis…",,,,Date of stay: July 2018,"[All, languages]",341
Hotell_Oskar,d1201469,Florian_He,Jul 2018,4,"very lovely, very cute - hotel fit's to the city","Winziges Hotel und ein klitze-kleines Zimmer aber super eingerichtet, geschmackvoll + modern. Bequems Bett. Sehr entspannt. Leider lassen sich die Fenster nicht kippen, was schade ist, weil unser EG-Zimmer zur Straße (überwiegend Fussgänger) gelegen ist.",,,,Date of stay: July 2018,"[All, languages]",341
Hotell_Oskar,d1201469,isabelrodriguez2018,Jul 2018,5,Mysigt,"Litet, familjärt, fräscht, rent och väldigt trevligt. Lätt och snabbt svar på frågor via e-post, toppenläge och väldigt god frukost på crêperiet runt hörnan. Lite trångt i trapphuset så osäker på om jag skulle rekommendera för barnfamiljer",,,,Date of stay: July 2018,"[All, languages]",341
