,"[Chinese, (Sim.)]_Freq","[Chinese, (Sim.)]_Term","[Chinese, (Trad.)]_Freq","[Chinese, (Trad.)]_Term",[Danish]_Freq,[Danish]_Term,[Dutch]_Freq,[Dutch]_Term,[English]_Freq,[English]_Term,[French]_Freq,[French]_Term,[German]_Freq,[German]_Term,[Italian]_Freq,[Italian]_Term,[Japanese]_Freq,[Japanese]_Term,[Norwegian]_Freq,[Norwegian]_Term,[Polish]_Freq,[Polish]_Term,[Portuguese]_Freq,[Portuguese]_Term,[Russian]_Freq,[Russian]_Term,[Spanish]_Freq,[Spanish]_Term,[Swedish]_Freq,[Swedish]_Term,[Turkish]_Freq,[Turkish]_Term
0,1.7829529665846982,39,2.528447967265064,church,4.267192283526973,plants,2.462633988135496,church,126.82669872362145,garden,5.261940119466551,city,4.246734564784243,building,2.6260406750439516,gray,1.6743375136071816,clocks,1.5805645005974078,big,1.6467651580431657,worth,3.2333389614244137,small,2.2082911034945454,place,2.0540010528776023,good,10.688804287859686,friendly,1.625241283868272,inside
1,1.4061422751054418,museum,1.662769414189489,center,2.4932231371632985,cozy,1.6903274058664972,walk,79.75481076324473,plants,2.9972645486990297,center,2.6052686589766902,magnificent,2.346299797604133,stands,1.6993044300585356,town,3.7493153826947485,nice,2.425256953784229,visit,3.9947993931370562,museum,1.5197845515787085,botanical,1.4159846964042868,culture,6.999891684214915,acoustics,0.8801050364835806,university
2,0.7708964656135536,beautiful,1.0240920469364372,located,2.4732646744732465,greenhouse,1.7042855857517551,00,80.22602977565776,gardens,2.327245790767072,pretty,1.8164268132690469,nice,2.619600415713043,day,1.685262659371996,astronomical,0.8549146034775581,atmosphere,0.896952341915536,monuments,1.6879108919892452,bit,1.5066616853115538,neat,1.4120672568806292,option,6.981711638592602,atmosphere,0.8945183511791241,quite
3,0.7686223698163345,great,1.2473151844161268,lund,2.3543279240040214,lots,1.690136548685354,15,70.83028110357873,botanical,0.9116096897257994,near,5.0567864180650846,old,1.805643755753205,magnificent,5.537398391052718,building,0.8570535099845514,place,0.9000302646755971,knowledge,1.703606109720253,interesting,1.5214871860314831,especially,1.4097839837373292,style,11.343808030726333,ok,0.8947108025245697,magnificent
4,0.7499388819275131,scenery,0.16076219304937953,structure,2.4911612244811816,family,1.7023652457573788,inside,58.72645392058246,cafe,0.8968262717493055,leaving,1.7793685130075865,especially,2.616323590426638,astronomical,2.4589629213976587,small,1.5730999791642268,good,0.9010015243034591,peace,1.6910968574894405,super,1.5033365235407443,plants,0.7706678204508256,greenhouses,6.4665047517934795,prices,0.8968187136882965,hours
5,0.7594910742534553,cathedral,0.152080606932344,sweden,3.2588091988054506,different,0.942949702228053,garden,51.413437321038046,flowers,0.9233969273670596,tour,1.79424380514744,like,3.219028984747842,city,0.9131560173775596,spacious,0.8544764247120068,beautifully,1.6583742132500234,cathedral,0.9085960420204016,collection,1.5280882631795996,important,0.7676715549333846,summer,6.428402570212915,opening,0.8777324116466451,clock
6,0.12563564725668405,southern,0.15807220942179934,place,1.7142492283095148,children,0.9162536198507412,especially,49.1417433229953,summer,0.9376295467959941,bike,1.7995919326126002,quot,1.8046332732834371,sweden,1.6757555021754116,like,0.8442088156930551,recommended,0.8950776313477455,great,0.9273831305238632,close,1.521774716617388,impressive,0.7774870582968867,people,6.50912971283785,contains,0.15396117102720622,city
7,0.11748675718123648,went,0.14896216456418668,building,4.0682960718921635,botanical,0.9169185526493092,botanical,37.95814238751382,green,0.9273037484733702,worth,2.6052554566302875,inside,2.3293020729991736,inside,0.91867771921118,century,0.8590612123088159,quiet,0.8982794869998386,really,0.9141722317547272,lots,1.5141130512388907,walk,0.76255420612052,swedish,6.159508670344581,left,0.14263891712971094,cathedral
8,0.11311391491797125,sweden,0.1693765098474637,cathedral,3.1258036246355863,city,0.9109250993858866,plays,37.172596738684284,nature,0.9205475606609194,enjoy,1.789032210374402,houses,0.9810827141327796,wooden,0.9222754546471044,said,0.8495469757572627,located,0.8839944381978418,lund,0.910220229948665,sweden,2.2038693649473062,garden,0.7639038160077989,walk,6.004285986583875,candle,0.12347562284488138,39
9,0.11393571634406854,place,,,3.0459839351637843,place,0.9258431484564574,outside,37.0462560623455,picnic,0.907892776691262,stone,3.4447138613336787,impressive,0.9700649615444948,time,1.6810335433635148,center,1.5658002558607833,church,0.9182750751751946,place,0.8957975367994574,despite,0.8309475526584169,great,0.7698184474781727,interesting,10.067298822705137,lundagard,0.1328984178562162,like
