[English],59,4,1,4,3 weeks ago ,Overwhelming menu and very tasty!,Germany,"We went here on a Friday night on recommendation and decided to try their buffet. 
This was indeed a good choice as we were overwhelmed by the variety. 
Go for pre-cooked meals (all very fresh) from Chinese and Japanese cuisine or pick your vegetables, meat...More"
[English],59,75,22,4,5 weeks ago ,Good and varied buffet!,"Lund, Sweden","Been several times with our teenagers and last time just before Christmas. We always goes with the weekend full buffet. You need to book a few days before. Varied buffet including sushi, asian dishes, wok made by your picked ingredients (meat, seafood, vegetables...) and dessert...More"
[English],59,59,17,5,"December 10, 2018 ",Good value for money,"Lund, Sweden",Good value for money. There was a lot of choice available. However the tables are slightly cramped together. I would recommend trying to book a table in advance to get a better one.
[English],59,35,4,4,"September 28, 2018 ",Try the buffet!,"Oslo, Norway","Nice Asian buffet with a large selection of choices. A great place to go for binge eating! Perfect for families. It's very crowded sometimes though. In particular I enjoy the Mongolian Barbeque. Tables are very close to each other, but they also have a chambre...More"
[English],59,81,3,3,"August 6, 2018 ",simple and good asian food,"Lund, Sweden","this is not a fine dining experiance. Still it serves a perfect simple concept for families. Tasty food, good price and many options.

To improve i would like to remove some optioms and focus on higher quality"
[English],59,20,3,3,"July 24, 2018 ",Be there in time,"Lund, Sweden",Rosegarden is growing in popularity in Lund. Every evening Fridays and Saturdays  and lunchtime. Be there in time so you can get your table. If I'm not mistaken can't book a table by telephone or website. Otherwise a perfect place to enjoy some good food....More
[English],59,420,229,3,"March 5, 2018 ",Good but to much ,,We were here to try their buffé for our late valentines day dinner. We tried to call and reserve a table and was told this was not possible that we should just arrive and see if there was room. So we arrived and got a...More
[English],59,216,49,4,"January 27, 2018 ",High price quality buffé!,"Luxembourg City, Luxembourg",We went to Rosegarden just around Christmas. We could not make a reservation and had to que in the rain. Just wanted to leave! Once entering this is a modern Asian restaurant which has organized things in an efficient manner. Athmosphere and decor is warm...More
[English],59,187,30,4,"December 30, 2017 ",Really good food.,"Gothenburg, Sweden",Had the opportunity to visit Rosegarden and I was impressed with the quality of the food. Really fantastic taste and big servings too. I'll be back.
[English],59,56,21,5,"November 17, 2017 ",Tantalising ,Cairo,Perfect place if you love oriental food. And the choice of the buffet is amazing. It’s a busy place so one has to make a reservation. Will surely be back.
[Swedish],109,40,10,5,3 days ago ,Perfekt buffé ,"Malmo, Sweden",Trots öppna lokaler känns det mysigt att äta där o man kunde utan problem prata med resten av gänget runt...More
[Swedish],109,268,56,4,1 week ago ,Lunchbuffé i hög klass,"Helsingborg, Sweden",Var här en lördag och åt lunch. Det är ett populärt ställe för trots gott om platser var det kö...More
[Swedish],109,6,,5,1 week ago ,Lunch ,,"Måste vara där 11.30 . Alltid kö in, kommer man inte in i första insläppet, så kan du lika gärna...More"
[Swedish],109,2,3,2,"December 28, 2018 ",Städningen lämnar övrigt att önska,,"Vid vår visit var det stopp i en av toaletterna, på en annan av toaletterna var det stopp i handfatet....More"
[Swedish],109,45,4,3,"October 28, 2018 ",Standard svennehak!,,"Hej, ville du ha en svennifierad asien upplevelse som en thailandsresa med all-inclusive på en resort så har du kommit...More"
[Swedish],109,10,,5,"October 4, 2018 ",Vänner ,,Ätit här många gånger . Trevligt och rent . Fräsch mat. Trevligt bemötande av personalen. Det fylls på hela tiden...More
[Swedish],109,47,12,5,"October 2, 2018 ",Asiatmat för den sultne,"Stromsnasbruk, Sweden","Go mad, möe mad o mad i rättan ti..Så sägs det i Skåne och är man då i Lund när...More"
[Swedish],109,37,,4,"September 24, 2018 ",Ett säkert kort ,,Om ni ska äta med familj/jobb/vänner så finns det alltid något som passar alla. Stora som små. På kvällstid finns...More
[Swedish],109,6,1,5,"August 27, 2018 ",After work,,After work med kollegorna blev en hit på rosegarden fin och smakrik buffé där vi alla hittade något gott att...More
[Swedish],109,93,13,3,"August 15, 2018 ",Bra,"Lund, Sweden",Har ätit här ett antal gånger bra utbud på mat och mycket att välja på. Passar bra för både barn...More
[German],5,42,16,3,"September 15, 2017 ",Hunger auf asiatisch,,"Das Personal ist sehr freundlich, wenn es ansprechbar ist. Wir bekamen einen Minitisch für zwei Personen. Es gab Buffet. Das...More"
[German],5,149,43,5,"July 29, 2017 ",Ein absolutes Highlight,"Wilhelmshaven, Germany",Dort haben wir sehr gut gegessen. Das Personal und der Service waren freundlich und sehr gut. Das Essen und die...More
[German],5,6,2,5,"April 26, 2016 ",Lunch-Restaurant mit umfangreichem Buffet zu kleinem Preis,,Gutes asiatisches Buffet zum Mittag. Wird wegen der großen Auswahl und den günstigen Preisen von Studenten und jungen Familien sehr...More
[German],5,143,39,5,"October 4, 2015 ",Super asiatisches Buffet im Zentrum,"Vienna, Austria",Asiatisches Buffet mit großer Auswahl: Von asiatischen Knödeln über Sushi bis Grill (Fleisch und Gemüse wird mit Saucen nach Wahl...More
[German],5,23,3,5,"August 2, 2015 ",Leckeres Essen,,"Sehr empfehlenswert. Wer asiatisch mag, kann vom Buffet oder a la cart essen. Uns hat es sehr gut geschmeckt."
[Dutch],4,22,2,4,1 week ago ,Al you can eat buffet,"Amsterdam, The Netherlands","Ze hadden een gevarieerd buffet van goede kwaliteit. Voor zowel de voor-, hoofd- als nagerechten was er veel te kiezen....More"
