[English],216,1,,3,2 days ago ,Fine breakfast,,"The restaurant is fine and the service is friendly - we were on time at 7 o'clock and the service was not fully ready. The service got however ready fast. 
Maybe a fume exhaust in the kitchen would be a good idea."
[English],216,1,,5,1 week ago ,Cozy and delicious,,"I don't even like crêpes that much but these are amazing. Most importantly the service is awesome, you're always met with a smile and the atmosphere is super cozy."
[English],216,44,15,5,2 weeks ago ,The perfect cozy breakfast spot in the beautiful town of Lund,"Centennial, Colorado, United States","We were lucky enough to spend two days in the beautiful university town of Lund, but luckier still to stay at Hotell Oskar where breakfast at Creperiet i Lund was included. I've had a lot of great meals in our travels but not many compare...More"
[English],216,280,54,5,4 weeks ago ,More than just a pancake ,"Malmo, Sweden","100-150 SEK for a pancake might sound expensive, but it’s a meal! My galette was so filling I had no space in my stomach for a crepe!

Highly recommended for a quick and different meal in a nice place.

+ homely and relaxade atmosphere 
+...More"
[English],216,48,7,4,4 weeks ago ,Ideal lunch spot,,"This place has a big range of crepes, both savoury and sweet- ideal either for lunch or a snack. The lunch special offer of a savoury crepe (stuffed with roasted potatoes, salad, ham and cheese) plus bread and tea/coffee for 95 SEK is good value....More"
[English],216,974,230,4,4 weeks ago ,Cozy interior,"Lidingo, Sweden","Lunch for less than 100 kr, well worth the price, very good meal. Pleasant to sit on the first floor."
[English],216,3,1,5,"December 12, 2018 ",Amazing Crêpe Restaurant,"Leuven, Belgium",Very yummy crepes and amazing staff. Quick service and cozy interior. Nice location close to city centre
[English],216,7,10,4,"December 10, 2018 ",Nice meal,,A very nice meal at thise restaurant. I can really rekommend thise place. It is very nice too sit st the second floor.
[English],216,112,65,4,"November 28, 2018 ","Fun, informal cozy place",Boston,Just across from the Grand Hotel.  Very pleasant.  Good food.  Upstairs and downstairs.  Very warm and cozy.
[English],216,5,,4,"November 24, 2018 ",Breakfast ,"Lund, Sweden",Whenever my six year old daughter and I have a mum daughter time we always pick this place for their delicious crepes but one Saturday we had come a bit too early they were not serving crepes yet only breakfast buffet. We tried it and...More
[Swedish],262,7,1,4,1 week ago ,Gott och trivsamt,"Bollebygd, Sweden","Bodde på hotell Oskar och fick en alldeles utmärkt frukost på trevliga Crêperiet. Trivsam miljö, vänlig personal och riktigt god...More"
