0,landmark
1,estate
2,house
3,property
4,home
5,architecture
6,medieval
7,facade
8,mansion
9,stately
10,palace
11,classical
12,building
13,real
14,worship
15,place
16,human
17,urban
18,settlement
19,historic
20,official
21,residence
22,chateau
23,neighbourhood
24,manor
25,courthouse
26,attraction
27,tourist
28,castle
29,monument
30,almshouse
31,daytime
32,campus
33,college
34,presidential
35,roof
36,residential
37,spire
38,cottage
39,government
40,local
41,parish
42,seat
43,fortification
44,column
45,church
46,cathedral
47,town
48,steeple
49,tower
50,downtown
51,street
52,gothic
53,chapel
54,square
55,brick
56,arch
57,farmhouse
58,plaza
59,space
60,public
61,brickwork
62,city
63,wall
