2005,26,[PDF][PDF] THE AMBIVALENCE OF DIVERSITY,L Lees - 2005 - researchgate.net,"… 2003). For instance, Portland's 1988 plan for downtown, entitled A Celebration of
Urban Living, imagines diversity as virtually synonymous with inner-city vitality. It
calls for a multidimensional diversification of downtown. Through … 
",  All 3 versions  View as HTML 
2005,26,The Effect of Regional Smart Growth on Metropolitan Growth and Construction: A Preliminary Assessment,"AC Nelson, RJ Burby - Revitalizing the City: Strategies to Contain …, 2005 - books.google.com","… 2000."" Smart Growth or Business as Usual? Which is Better at Improv- ing Quality of Life and
Central City Vitality?"" in Bridging the Divide: Mak- ing Regions Work for Everyone, ed. Susan
M. Wachter, R. Leo Penne and Arthur C. Nelson, chap. 3, pp. 83-106 … 
",  Related articles All 2 versions  
2005,26,Chapter One Religion in the Pacific Region: Demographic Patterns,"WC Roof - Religion and public life in the Pacific region: Fluid …, 2005 - books.google.com","… percent). By the 1920s, Los Angeles was the most automobile-oriented city in the
world; indeed, this vehicle symbolized the city's vitality and fluidity. Anglo-Protestants
wielded a good deal of political control over Los Angeles … 
",  Cited by 2 Related articles  
2005,26,[PDF][PDF] The Art of Spatial Resistance,"GCC Douglas - The Global Urban Network of Street Art. MSc …, 2005 - diyurbandesign.com","… 28 Table 4. Matrices for Swoon 28 Table 5. Matrices for Above 29 Table 6. Matrices for Influenza
30 Table 7. Compiled bimodal ordinal data expressing city vitality 31 Table 8. Compiled bimodal
binary data 32 Table 9. City-by-city matrix expressing multiplexity 33 Table 10 … 
",  Cited by 2 Related articles All 3 versions  View as HTML 
2005,26,The painted novel: Avant-garde technique in John Dos Passos's Manhattan Transfer,JA Powell - 2005 - rave.ohiolink.edu,"Page 1. THE PAINTED NOVEL: AVANT-GARDE TECHNIQUE IN JOHN DOS
PASSOS'S MANIA TT4N TRANSFER A Thesis Presented in Partial Fulfillment of the
Requirements for the Degree Master of Arts in the Graduate School … 
",  All 2 versions  View as HTML 
2005,26,[BOOK][B] American Babylon: Race and the struggle for postwar Oakland,RO Self - 2005 - books.google.com,"Page 1. AMERICAN BABYLON Page 2. POLITICS AND SOCIETY IN TWENTIETH-CENTURY
AMERICA Series Editors William Chafe, Gary Gerstle, Linda Gordon, and Julian Zelizer A
list of titles in this series appears at the back of the book Page 3 … 
",  Cited by 897 Related articles All 2 versions  
2005,26,Suburban Revisions,AS Durden - 2005 - smartech.gatech.edu,"Page 1. SUBURBAN REVISIONS A Thesis Presented to The Academic Faculty By Alyssa Shank
Durden In Partial Fulfillment Of the Requirements for the Degree Master of Architecture I Georgia
Institute of Technology August, 2005 Page 2. ii SUBURBAN REVISIONS … 
",  Cited by 1 Related articles All 2 versions  View as HTML 
2005,26,[PDF][PDF] Inhabiting memory and experience: interior historic preservation,BS Caron - 2005 - mspace.lib.umanitoba.ca,"Page 1. lnhabiting Memory and ExPerience: INTERIOR HISTORIC PRESERVATION BY BRIANNE
S. CARON A Practicum Submitted to the Faculty of Craduate Studies ln Partial Fulfillment of the
Requirements for the Degree of MASTER OF INTERIOR DESICN … 
",  Related articles All 2 versions  View as HTML 
2005,25,"ENGINEER, PhD. in PLANNING",V MEGA - Springer,"Page 1. Page 2. SUSTAINABLE DEVELOPMENT, ENERGY AND the CITY VOULA MEGA
ENGINEER, PhD. in PLANNING (after a special authorisation from the European Commission)
Springer Science+Business, New York, 2005 Page 3. SUSTAINABLE DEVELOPMENT … 
",   
2005,25,Report by A. Priebs/A. Dittrich-Wesbuer Germany,"A Priebs, A Dittrich-Wesbuer - 2005 - oecd-ilibrary.org","Page 1. 5 © ECMT, 2004 Axel PRIEBS Region Hannover Andrea DITTRICH-WESBUER
Institut für Landes- und Stadtentwicklungsforschung (ILS) Dortmund Germany Page
2. Page 3. 7 © ECMT, 2004 SUMMARY 1. INTRODUCTION … 
",  Related articles  
2005,25,[BOOK][B] In the shadow of Vesuvius: a cultural history of Naples,J Lancaster - 2005 - books.google.com,"Page 1. IN THE SHADOW A CULTURAL H ISTORY ofNAPLES Jordan Lancaster
1 lBTAURIS I Page 2. Page 3. Page 4. - SHADOW OF VESUVIUS A CULTURAL H
ISTORY OFNAPLES ;us. the only active volcano in continental … 
",  Cited by 36 Related articles All 2 versions  
2005,25,[BOOK][B] Louisiana Sojourns: Travelers' Tales and Literary Journeys,F de Caro - 2005 - books.google.com,"Page 1. LOUISIANA Travelers Tales and Literary Journ. FRANK DE CARO, Editor
ROSAN AUGUSTA JORDAN, Associate Editor Page 2. Page 3. Louisiana Sojourns
This One KBNC-816-UFTJ Page 4. Page 5. Louisiana Sojourns … 
",  Cited by 11 Related articles  
2005,25,"Moments of Seeing: Woolf, Lewis, and Modernist Exteriority",T Vincent - 2005 - dsc.duq.edu,"Page 1. Duquesne University Duquesne Scholarship Collection Electronic Theses and
Dissertations Fall 2005 Moments of Seeing: Woolf, Lewis, and Modernist Exteriority Timothy
Vincent Follow this and additional works at: https://dsc.duq.edu/etd … 
",  Cited by 1 Related articles All 2 versions  View as HTML 
2006,35,"Rescuing a Village: The Approach of Landscape Security Pattems——With the Case of Magang, Shunde, Guangdong Province [J]","Y Xili, L Bo - Urban Planning Forum, 2006 - en.cnki.com.cn","… new development. The network can be interwoven into the new urban community and
act as catalyst for city vitality … development. The network can be interwoven into the new
urban community and act as catalyst for city vitality. 【CateGory … 
",  Cited by 32 Related articles  Cached 
2006,35,Congestion Pricing from the View Point of the City's Vitality [J],"SHI Cheng - Journal of Highway and Transportation Research and …, 2006 - en.cnki.com.cn","From the view point of economics, this article considers that congestion pricing is based on the concept that traffic establishment is a kind of limited and scarce resource, with merchandise characteristics in big city with congested traffic. This article also considers that …",  Cited by 1 Related articles  Cached 
2006,35,Acoustic journeys: exploration and the search for an aural history of Australia,"D Collins - Australian Historical Studies, 2006 - Taylor & Francis","… Surrounding the city's soundscape was a deep ambivalence, with urban noise heard as
symbolising both the city's 'vitality and its corruption'.8 The new world of urban and industrial
sound clearly stood in stark oppo- sition to the soundscapes of the 'wild' but there was also little … 
",  Cited by 19 Related articles  
2006,35,Recognition of Conservation Plan——Inspiration Drawn from the Cultural Heri-tage Preservation and Planning in Melbourne [J],"RX Du Qiyun - Planners, 2006 - en.cnki.com.cn","… Heritage preservation is decided through legal procedure with register and relative records and
therefore has the common property.No individual or organization is allowed to change it.Stress
is laid in the guarantee of the quality of city life and recurrence of city vitality in order to … 
",  Cited by 1 Related articles  Cached 
2006,35,"[BOOK][B] Talking about Sydney: population, community and culture in contemporary Sydney","R Freestone, C Butler-Bowdon, B Randolph… - 2006 - books.google.com","… like topsy. The nexus between cultural institutions, city vitality and urban regeneration
is a close one, especially in cities struggling for economic competitiveness and
clamouring for investor and tourist attention. Klizabeth Ann … 
",  Cited by 11 Related articles  
2006,35,[PDF][PDF] Cost-Benefit-Analysis–A walk through the labyrinth for city level evaluation?,"V Riedel, K Dziekan - Experiences from CIVITAS …, 2006 - verkehrsplanung.tu-berlin.de","… 2.1 CIVITAS and evaluation CIty – VITAlity – Sustainability is the slogan of CIVITAS, an initiative
co-financed by the European Commission and coordinated by cities: it is a program 'of cities for
cities'. Cities are at the heart of local public-private partnerships within the projects … 
",  Cited by 1 Related articles All 6 versions  View as HTML 
2006,35,A Discussion on the Contemporary Installation of China [J],"Y Zhihong - Journal of Guizhou University (Art Edition), 2006 - en.cnki.com.cn","… Architectural Journal;2007-06. 4, Hong Xiangjin Zhu Zhijun Cai Yunnan Li
kaimeng;Building City's Vitality District:Taking Urban Design of Jianshe Road in
Tangshan Central Area for Example[J];South Architecture;2005-05. 5, He Wanli … 
",  Cited by 1 Related articles  Cached 
2006,35,"Humanism, City Context and Creation of space for public use in the city","Y Qing - Fujian Construction Science & Technology, 2006 - en.cnki.com.cn","Space for public use in the city is becoming an essential part of the life of the city residents,and
it is now playing a very important role in beautifying the city environment,adding the city vitality
and featuring the city flavor.Based on many years of work;experiences and … 
",  Related articles  Cached 
2006,35,"Charmed Inheritance: The Lithuanian City of Kaunas Has Taken the Creaking, Soviet-Era Passenger Transport System Passed to It on Gaining Independence and …","D Crawford - ITS International, 2006 - trid.trb.org","… Kaunas then teamed up with four other European cities to take part in the City-VITAlity-
Sustainability (CIVITAS)-sponsored clean urban transportation initiative that enabled it to develop
programs in the planning, integrating, ticketing, and promoting of the city's public … 
",  All 2 versions  Cached 
2006,35,Determining the vitality of urban centres,M Van Aswegen - 2006 - repository.nwu.ac.za,"Page 1. DETERMINING THE VITALITY OF URBAN CENTRES Dissertation submitted in fulfillment
of the requirements for the degree Magister Artrum Et Scientiae (Planning) at the Potchefstroom
Campus of the North-West University Supervisor: Dr JE Drewes … 
",  All 2 versions  View as HTML 
2006,35,[PDF][PDF] Key Factors Impacting on the Rehabilitation Process in the Old City of Aleppo,"Z Karazoun, F Davidson - thesis.eur.nl","… Insufficient financial resources and lack of the capacity of local government are the main
factors that contribute to the loss of inner city vitality. The previous situation of neighborhood
urban decay required a quick and immediate intervention … 
",  Related articles All 2 versions  View as HTML 
2006,35,How to design a more sustainable and fairer built environment: transport and communications,"D Banister, R Hickman - IEE Proceedings-Intelligent Transport Systems, 2006 - IET","Page 1. How to design a more sustainable and fairer built environment: transport and
communications D. Banister and R. Hickman Abstract: Transport and information and
communications technologies (ICT) and the city are closely and inextricably linked … 
",  Cited by 76 Related articles All 11 versions  
2006,35,Evaluation of urban transport management,"J Murphy, D O'Cinneide - WIT Transactions on The Built Environment, 2006 - witpress.com","… As part of the EU CIVITAS (CIty–VITAlity–Sustainability) initiative the MIRACLES project (Multi
Initiatives for Rationalised Accessibility and Clean, Liveable Environments) partnered four
European cities: Rome (I), Barcelona (E), Winchester (UK) and Cork (IRL) … 
",  Cited by 3 Related articles All 2 versions  View as HTML 
2006,35,Brian Goodey,"IU HERITAGE - Heritage Interpretation, 2006 - books.google.com","… a context for individual expression. Today, differing perceptions of the city may
depend on income, life-style and expectation. For the young, unencumbered with
family,'24 hour city* vitality beckons. For the suburban family it … 
",  Related articles All 2 versions  
2006,35,Planning framework: A planning framework for managing sprawl,"R Wilmer - Urban sprawl: A comprehensive reference guide, 2006 - books.google.com","… comprehensive growth and invest- ment strategies. Regional cooperation is required
for large infrastructure investments to avoid inefficiency and redundancy. I. Central
City Vitality. Every level of government should identify … 
",  Cited by 10 Related articles  
2006,35,Retail revitalization and recruitment,"M Atkinson, J Archer - Making business districts work, 2006 - books.google.com","… Downtown's challenge is to serve even more demanding consumers in an overstored,
hypercompetitive en- vironment. However, by finding the right opportunities and niches,
your down- town retail core can flourish and add to your city's vitality … 
",  Cited by 3 Related articles All 2 versions  
2006,35,Improving urban mobility management: Case study of Rome,"A Musso, MV Corazza - Transportation research record, 2006 - journals.sagepub.com","… It is part of a cluster of demonstration proj- ects called Civitas (City Vitality–Sustainability), a major
new urban transport initiative supporting demonstration projects in 19 cities across Europe, and
is a key element of the new strategy on clean urban transport prepared by the … 
",  Cited by 20 Related articles All 8 versions  
2006,35,Convention delegates-The relationship between satisfaction with the convention and with the host destination: A case study,"L Jago, M Deery - B. Prideaux, G. Moscardo & E. Law (Eds.) …, 2006 - books.google.com","… and weaknesses. Fenich's review of the litera- ture indicated that the most common
attrac- tiveness attributes across all studies were destination services, city vitality,
city image, regional lifestyle and reputation. Destinations, in … 
",  Cited by 3 Related articles All 5 versions  
2006,35,[HTML][HTML] Métropoles idéales pour cadres internationaux. Classement international et réalités sociales,"A Brennetot - Les Annales de la Recherche Urbaine, 2006 - persee.fr","… Dans le document City Vitality, city of Perth, la munici¬ palité utilise les résultats de différents
palmarès pour tenter d'optimiser son attractivité auprès des investisseurs en souli¬ gnant que
«des études d'importance mondiale, comme l'enquête Mercer sur la qualité de vie ou l … 
",  Cited by 6 Related articles All 5 versions  
2006,35,[PDF][PDF] Urban Participation and Transnational Space: The Córdoba Case Study,"C Echavarría, A Cordoba - … and Women Movements‖ of the Political …, 2006 - academia.edu","… vote? If you do not, the democracy (that is feed by the city vitality, volunteer and
clear citizen's participation and its alternative and autonomous power creation)
dies in the ballot box, because of its sadness and loneliness. ix … 
",  Cited by 2 Related articles All 3 versions  View as HTML 
2006,35,Terrorism and Residential Preferences: Evidence in New York State,"D Kay, C Geisler, NL Bills - 2006 - ecommons.cornell.edu","… If terrorism has indeed created a new dynamic of location preferences, there could
be implications for urban form, city vitality, rural development, and a host of other topics
linked to sprawl, smart growth, and related land use issues … 
",  Related articles All 8 versions  View as HTML 
2006,35,Tipping points? A look at local governments and their transition towards sustainability,J Ringelheim - 2006 - search.proquest.com,"Page 1. TIPPING POINTS? ALOOK AT LOCAL GOVERNMENTS AND THEIR
TRANSITION TOWARDS SUSTAINABILITY A thesis submitted by JENNA RINGELHEIM
in partial fulfillment of the requirements for the degree of Masters … 
",  Cited by 1 Related articles All 2 versions  
2006,35,Squaring the Circle on Sprawl: What More Can We Do-Progress toward Sustainable Land Use in the States,"PE Salkin - Widener LJ, 2006 - HeinOnline","… 2007] Page 4. WIDENER LAW JOURNAL * One size doesn't fit all-a wide variety
of approaches to accomplish smart growth. * Efficient use of land and infrastructure. ""
Central city vitality. * Vital small towns and rural areas. * A … 
",  Cited by 28 Related articles All 7 versions  
2006,35,[BOOK][B] Downtown characteristics and regional economic performance,T Shroitman-Sarig - 2006 - search.proquest.com,"Page 1. DOWNTOWN CHARACTERISTICS AND REGIONAL ECONOMIC
PERFORMANCE TAMAR SHROITMAN-SARIG Bachelor of the Arts The Hebrew
University of Jerusalem August, 1997 Master in Geography and City … 
",  Cited by 1 Related articles  
2006,35,Sustainable Transportation: Findings from an International Scanning Review,E Deakin - 2006 - escholarship.org,"Page 1. UC Berkeley Earlier Faculty Research Title Sustainable Transportation:
Findings from an International Scanning Review Pernmalink https://escholarship,
Orq/uC/item/56x9x8kS Author Deakin, Elizabeth Publication Date … 
",  Cited by 1 Related articles All 4 versions  View as HTML 
2006,35,"[BOOK][B] Shanghai love: Courtesans, intellectuals, and entertainment culture, 1850-1910",CV Yeh - 2006 - books.google.com,"Page 1. Shanghai Love Courtesans, Intellectuals, & Entertainment Culture,
1850–1910 CATHE RIN E YEH Page 2. Page 3. Page 4. Shanghai Love Courtesans,
Intellectuals, and Entertainment Culture, 1850–1910 CATHERINE … 
",  Cited by 120 Related articles All 2 versions  
2006,35,Paradigma lokalisme dalam perencanaan spasial,"S Sudaryono - Journal of Regional and City Planning, 2006 - journals.itb.ac.id","… Sedangkan Jane Jacobs (1961) dalam karyanya yang sangat terkenal:""The Death and Life of
Great American Cities"" menyatakan bahwa kota-kota yang memiliki city vitality (saling keperdulian
antar sesama warga) cenderung bertahan dan berkembang secara baik; salah satu … 
",  Cited by 1 Related articles All 5 versions  View as HTML 
2006,35,[BOOK][B] The Eucharist in the Reformation,LP Wandel - 2006 - books.google.com,"Page 1. Page 2. Page 3. »T Page 4. Page 5. The Eucharist in the Reformation The Eucharist
in the Reformation: Incarnation and Liturgy takes up the words, ""this is my body,"" ""this do,"" and
""remembrance of me"" that divided Western Christendom in the sixteenth century … 
",  Cited by 200 Related articles  
2006,35,[BOOK][B] Palladio's Rome,"AA Palladio, A Palladio, V Hart, P Hicks - 2006 - books.google.com","Page 1. alladio's OME Page 2. Page 3. Page 4. I\lIuio's ROME Ldited and translated by
.ian Hart C>' Peter H1cks I.1r. Pi Page 5. Page 6. Page 7. PALLADIO'S ROME PUBLISHED
WITH THE ASSISTANCE OF THE GRAHAM FOUNDATION … 
",  Cited by 40 Related articles All 5 versions  
2006,35,[PDF][PDF] A városi környezetre vonatkozó tematikus stratégia,"E Parlament - Brussel, 2006 - epa.uz.ua","… (1) CIVITAS: CIty–VITAlity–Sustainability (város–élhetöség–fenntarthatóság), a CIVITAS I
(2002–2006) és a CIVITAS II (2005–2009) összesen több mint 300 millió eurós költségvetéssel
rendelkezik. 2006.12.15. HU C 306 E/187 Az Európai Unió Hivatalos Lapja 2006 … 
",  Cited by 3 Related articles All 3 versions  View as HTML 
2006,35,Bordertown housing,F Gonzalez - 2006 - ttu-ir.tdl.org,"… But the scale is right for the pedestrian's eye view; the ensemble is pleasing. Manifestly
the place works."" When we look at both of these side by side, we can see that diversity
is the main ingredient for neighborhood and city vitality … 
",  Related articles  View as HTML 
2006,35,"[BOOK][B] A place in history: Modernism, Tel Aviv, and the creation of Jewish urban space",BE Mann - 2006 - books.google.com,"Page 1. MODERNISM, TEL AVIV, AND THE CREATION OF JEWISH URBAN SPACE
m History RBARA E. MANN > fcs * Stanford Stud1es 1n Jew1sh H1story and Culture Page
2. Page 3. A Place in History Thl8 One 0486-L9A-TSY8 Page 4 … 
",  Cited by 104 Related articles  
2006,35,Sustainable urban mobility plans: a comparison of the implementation in Spain and Sweden,C Mattsson - 2006 - diva-portal.org,"Page 1. 2006:096 CIV MASTER'S THESIS Sustainable Urban Mobility Plans A
Comparison of the Implementation in Spain and Sweden Caroline Mattsson Luleå
University of Technology MSc Programmes in Engineering Civil … 
",  Cited by 6 Related articles  View as HTML 
2006,35,Análise dos GAPS de percepção dos atores envolvidos no transporte urbano de carga em Porto Alegre,D Facchini - 2006 - lume.ufrgs.br,"Page 1. UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL ESCOLA DE
ENGENHARIA PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO
ANÁLISE DOS GAPS DE PERCEPÇÃO DOS ATORES ENVOLVIDOS … 
",  Cited by 11 Related articles All 2 versions  View as HTML 
2006,35,"[HTML][HTML] An interrogation of Christo and Jeanne-Calude's The Gates, Central Park, New York 1979-2005, or a spectre of Socialist Realism in the new economy",DJ Watt - 2006 - open.library.ubc.ca,"Learning, knowledge, research, insight: welcome to the world of UBC Library,
the second-largest academic research library in Canada.
",  All 2 versions  Cached 
2007,35,"[PDF][PDF] Evaluation of Navab regeneration project in central Tehran, Iran","H Bahrainy, B Aminzadeh - 2007 - researchgate.net","… Vitality: The statement “planning can induce city vitality”(Jacobs, 1961) was one of the design
Table 1. Traffic volume in the old Navab street and the new highway No. of Vehicles per hour
Locations Navab Street (1) (1990) Navab Highway (2)(2003) Azadi St. to Dampezeshki St … 
",  Cited by 27 Related articles All 22 versions  View as HTML 
2007,35,"[PDF][PDF] Urban vitality, culture and the public realm","P McGuirk, R Dowling, CR Gibson, K Iveson, K Mee - 2007 - ro.uow.edu.au","… State budgets on the other hand more commonly support larger scaled, 'monumental'
high-profile development projects. Fiscal and po- litical pressures on local government
make them unable to cater fully for broader city vitality … 
",  Cited by 1 Related articles All 2 versions  
2007,35,[PDF][PDF] Building a Legible City: How Far Planning is Successful in Ankara,Z Eraydin - 2007 - Citeseer,"Page 1. BUILDING A LEGIBLE CITY: HOW FAR PLANNING IS SUCCESSFUL IN ANKARA A
THESIS SUBMITTED TO THE GRADUATE SCHOOL OF NATURAL AND APPLIED SCIENCES
OF MIDDLE EAST TECHNICAL UNIVERSITY BY ZEYNEP ERAYDIN … 
",  Cited by 4 Related articles All 3 versions  View as HTML 
2007,35,The Development Researh of Electronic Toll Collection System [J],"LJW Xiuyuan - Automation & Information Engineering, 2007 - en.cnki.com.cn","… 2, SHI Cheng(School of Transportation Engineering,Tongji University,Shanghai
200092,China);Congestion Pricing from the View Point of the City's Vitality[J];Journal
of Highway and Transportation Research and Development;2006-08 … 
",  Cited by 11 Related articles  Cached 
2007,35,[BOOK][B] Models for evaluating and planning city logistics transportation systems,"TG Crainic, N Ricciardi, G Storchi - 2007 - pdfs.semanticscholar.org","Page 1. _____ Models for Evaluating and Planning City Logistics Transportation Systems
Teodor Gabriel Crainic Nicoletta Ricciardi Giovanni Storchi December 2007
CIRRELT-2007-65 Page 2. Models for Evaluating and Planning City … 
",  Cited by 23 Related articles All 8 versions  
2007,35,"Reducing car trip and pollutant emissions through strategic transport planning in Madrid, Spain","A Monzón, AM Pardeiro, LA Vega - Highway and Urban Environment, 2007 - Springer","… of Biological Diversity (CBD). A new strategy A number of activities are in place to
recover city vitality and environ- mental quality through a series of initiatives in various
sectors, including transport. The main principles for achieving … 
",  Cited by 6 Related articles All 4 versions  
2007,35,Autocratic urban design: The case of the Navab Regeneration Project in central Tehran,"H Bahrainy, B Aminzadeh - International …, 2007 - online.liverpooluniversitypress.co.uk","… Vitality Jacobs's statement that 'planning can induce city vitality' (Jacobs, 1961, 4) outlined one
of the foremost design challenges of the last few decades. Jacobs argued that a bustling street
life is essential to a well-functioning city, and vital streets require an intricate … 
",  Cited by 12 Related articles All 4 versions  
2007,35,Review Essay: Urban Renewal Revisited,"H Gillette Jr - Journal of Urban History, 2007 - journals.sagepub.com","… Close as Rae's conclusion is to Schuyler's, one might expect a variation on the same theme
in Robert Self's study of Oakland. Such is not the case, however. Self is every much as
interested in the broad forces that constrain central city vitality … 
",  Cited by 2 Related articles All 2 versions  
2007,35,The Dreaming Beast,"L Chang-dong, HI Fenkl - Azalea: Journal of Korean Literature & …, 2007 - muse.jhu.edu","… ""What do you plan to do when you go back home?"" Kidong asked in a voice now low
and gloomy. For a long time, Taegi looked out at the city's vitality, the darkness growing
brighter and brighter. ""You know, I never thought about it … 
",  Cited by 1 Related articles  
2007,35,"Cities, urban form and sprawl: a European perspective",D Banister - 2007 - ora.ox.ac.uk,"… fair), and it should be healthy (high quality of life and environmental quality).
Transport provides an essential element in city vitality, viability and health (Banister,
2005). The focus of this paper has been very much on how to … 
",  Cited by 17 Related articles All 3 versions  View as HTML 
2007,35,Eminent Domain: Unused Tool for American Labor?,"P Ranis - WorkingUSA, 2007 - Wiley Online Library","… In the Amicus Curiae Brief in the Kelo case, offered by Brooklyn United for Innovative Local
Development, their attorneys, in support of the City of New London, argued, “Economic activity
is a prime determinant of a city's vitality–and has a profound effect on the quality of life of its … 
",  Cited by 13 Related articles All 6 versions  
2007,35,An Examination of the Performance Based Building Code on the Design of a Commercial Building,"J Greenwood - Construction Economics and Building, 2007 - epress.lib.uts.edu.au","… CBD) of Perth. The Planning Scheme incorporates mixed-use development including
2,246 households, 3,123 inner city residential units and 1,271,100m2 office floor
spaces in the CBD (City Vitality Report, 2004). As the major … 
",  Cited by 3 Related articles All 5 versions  View as HTML 
2007,35,The spatial concepts of the Incheon port vicinities redevelopment project,S Kim - 2007 - scholarsbank.uoregon.edu,"Page 1. The spatial concepts of the Incheon port vicinities Redevelopment project By Soonho
Kim TERMINAL PROJECT Presented to the Department of Planning, Public Policy & Management
of the University of Oregon in partial fulfillment of the requirements for the degree of … 
",  Cited by 2 Related articles All 2 versions  View as HTML 
2007,35,Sustainable transport: challenges and opportunities,"D Banister - Transportmetrica, 2007 - Taylor & Francis","… decline. The logic of this argument is clear, but little is known about the short or
longer-term impacts of transport measures on city vitality and viability. Counter
arguments about increases in quality and turnover can also be made … 
",  Cited by 28 Related articles All 3 versions  
2007,35,[PDF][PDF] What is Strategy in Urban Mobility Systems?,R Macário - 2007 - ses.library.usyd.edu.au,"… the “City of Tomorrow and Cultural Heritage” key action, within the European Commission's Energy,
Environment and Sustainable Development Research Programme, and CIVITAS - cleaner and
better transport in cities – EC program stands for CIty-VITAlity-Sustainability, www … 
",  Cited by 11 Related articles All 12 versions  View as HTML 
2007,35,Urban 45: New Ideas for Australia's Cities,"RG Atkinson, T Dalton, B Norman, G Wood - 2007 - eprints.utas.edu.au","Page 1. Edited by Rowland Atkinson, Tony Dalton, Barbara Norman and Gavin Wood
New Ideas for Australia's Cities Page 2. www.rmit.edu.au/urban45 New Ideas for
Australia's Cities Urban '45' 2007 The editors would like to … 
",  Cited by 9 Related articles  View as HTML 
2007,35,Didion's Dreamwork,"B Bawer - The Hudson Review, 2007 - JSTOR","Page 1. BRUCE BAWER Didion's Dreamwork or Joan Didion, the last couple of
years have been a time of professional triumph rooted in personal loss. In December
2003, her husband of forty years, the author John Gregory … 
",  Cited by 5 Related articles All 2 versions  
2007,35,Ein Computersimulationsspiel als Instrument einer partizipativen Evaluationskonstellation. Ein Qualitätsvergleich von zwei Settings zur Bürgerbeteiligung an einer …,M Schönberg - 2007 - depositonce.tu-berlin.de,"… TELLUS- Spiel (4). 1 Das Programm TELLUS Im Rahmen der EU-Initiative „CIVITAS
I“ (CIty, VITAlity, Sustainability) waren europäische Großstädte 2002-2006 aufgefordert,
nachhaltige und effiziente Strategien für einen ”clean … 
",  Cited by 1 Related articles All 3 versions  View as HTML 
2007,35,[PDF][PDF] States and their Cities: Partnerships for the Future,"H Wolmam, EW Hill, P Atkins, P Blumenthal… - 2007 - engagedscholarship.csuohio.edu","Page 1. Cleveland State University EngagedScholarship@CSU Urban Publications Maxine
Goodman Levin College of Urban Affairs 1-1-2007 States and their Cities: Partnerships for the
Future Harold Wolmam Edward W. Hill Cleveland State University, e.hill@csuohio.edu … 
",  Cited by 2 Related articles All 3 versions  
2007,35,[PDF][PDF] States and Their Cities,"HL Wolman, EWN Hill, P Atkins, P Blumenthal… - 2007 - researchgate.net","Page 1. States and Their Cities Partnerships for the Future Prepared for the Fannie Mae
Foundation by the George Washington Institute of Public Policy at George Washington
University, and Cleveland State University's Office of Economic Development … 
",  Related articles All 4 versions  View as HTML 
2007,34,[PDF][PDF] What do CIVITAS cities have in common?,"HJ Becker, P Michalk - 2007 - civitas.eu","… 10 1 Introduction 1.1 What is the CIVITAS Initiative? CIVITAS stands for CIty-VITAlity-
Sustainability. 'With the CIVITAS Initiative, the EC aims to generate a decisive breakthrough
by supporting and evaluating the implementation of ambitious integrated … 
",  Cited by 1 Related articles All 4 versions  View as HTML 
2007,34,The Economics of Adaptive Reuse of Old Buildings: A Financial Feasibility Study & Analysis,N Stas - 2007 - uwspace.uwaterloo.ca,"… In his book The Competitive Advantage of the Inner City, Michael Porter identified the role of inner
cities in regional prosperity by listing the following five “equities:” 1. Inner city vitality frees up
resources now required to address social and economic disadvantage … 
",  Cited by 19 Related articles All 3 versions  View as HTML 
2007,34,Engine noise Signature for boat identification,"JJ Curry, JD Ross - 2007 - digitalcommons.wpi.edu","… Civitas Mobilis. The Civitas Initiative is a creation of the European Council (EC). Civitas
is a loose acronym which stands for CIty-VITAlity-Sustainability. Its aim as stated on its
website is: “to generate a decisive breakthrough by supporting and … 
",  Cited by 2 Related articles All 2 versions  View as HTML 
2007,34,Contrasting Impressions of Land Use in Early Modern Greece: The Eastern Corinthia and Kythera,"TE Gregory - Hesperia Supplements, 2007 - JSTOR","… First, on the basis of the document, Beldiceanu and Beldiceanu Steinherr concluded that the
economy of the city of Corinth was based overwhelmingly on agricultural production and that
trade and industry were minor contributors to the city's vitality.23 Second, silk production … 
",  Cited by 2 Related articles All 2 versions  
2007,34,高度地区絶対高さ制限における制度設計上の課題に関する研究,"河村茂 - 都市計画論文集, 2007 - jstage.jst.go.jp","… the high stratification of the building. However, easy introduction of regulation is
possibility of bringing the obstruction of the city vitality and a civil life, the appropriate
system design is required. Then, the background and the … 
",  Cited by 2 Related articles All 4 versions  
2007,34,"[BOOK][B] The best-laid plans: How government planning harms your quality of life, your pocketbook, and your future",R O'toole - 2007 - books.google.com,"Page 1. 1' How G0V€rHﬁI€nt Planning Pocketbook, and . Page 2. .- ' I,-_'__ I. . > n I __ r i I, V '3,“
a ' V t "" II _ n JI} I _ f VI! I“ if I THE Best-L1. P ans Hm-v Gnvernment Planning Harms Your Quality
[If Lifﬁ, Ynur Pocliﬁtbnnli, and Ynur Futurﬁ RANDAL D'TDDLE Page 3. Page 4. Page 5 … 
",  Cited by 41 Related articles All 2 versions  
2007,34,Tackling obesity by creating healthy residential environments,"S Schoeppe, M Braubach, World Health Organization - 2007 - apps.who.int","Page 1. Tackling Obesity by Creating Healthy Residential Environments Tackling
Obesity by Creating Healthy Residential Environments The WHO Regional Office
for Europe The World Health Organization (WHO) is a specialized … 
",  Cited by 18 Related articles  View as HTML 
