,Jan_Freq,Jan_Term,Feb_Freq,Feb_Term,Mar_Freq,Mar_Term,Apr_Freq,Apr_Term,May_Freq,May_Term,Jun_Freq,Jun_Term,Jul_Freq,Jul_Term,Aug_Freq,Aug_Term,Sep_Freq,Sep_Term,Oct_Freq,Oct_Term,Nov_Freq,Nov_Term,Dec_Freq,Dec_Term
0,9.556176955,natural,13.8800739,natural,3.081230855,metropolitan,20.59264282,worship,28.49727921,bank,35.64604218,church,61.47318386,official,65.18003891,church,49.33926183,medieval,16.385639,environment,17.3926738,water,4.778869948,natural
1,7.899319247,water,9.299014298,landscape,3.851832791,freezing,20.59226788,place,27.85968258,resources,31.21849145,worship,61.46994813,residence,39.43028055,worship,42.33567093,church,14.02932708,bank,7.392916076,nature,2.453813982,environment
2,6.079491048,grass,7.461663369,water,8.292755006,urban,14.94099671,cathedral,18.70689826,body,31.22193932,place,136.7240662,palace,39.43385003,place,41.91680999,worship,11.44871427,reserve,6.532362492,stream,2.449423244,grassland
3,4.411365235,land,6.57081012,environment,8.939480852,winter,8.412433985,square,16.83600953,watercourse,46.83046204,medieval,83.05438484,stately,41.37013118,settlement,41.91117636,place,10.35132956,vegetation,6.51530415,river,1.677140797,line
4,4.392143045,lot,4.735541324,wetland,7.293825894,snow,8.39615952,public,22.77755647,river,26.13005185,cathedral,131.6749517,mansion,41.37133098,human,28.95398377,cathedral,9.324467524,waterway,5.611080009,watercourse,1.674933152,field
5,3.583551356,bank,3.809559998,lot,2.123967819,bird,8.39670312,space,13.43353324,marsh,16.50092453,site,19.66506388,presidential,33.22085123,cathedral,22.41655472,site,8.038135701,watercourse,5.60608556,resources,1.675867585,phenomenon
6,3.55153184,pasture,3.813223649,land,2.115298109,aerial,20.13236601,medieval,11.69995342,gothic,10.45600189,tower,29.7491855,manor,27.76386037,steeple,18.81306393,tower,6.958301766,resources,5.612014283,waterway,1.68261889,atmospheric
7,3.556423457,grassland,3.838104108,pasture,2.114815196,view,17.84522309,church,11.15963168,pond,7.88696421,steeple,57.04430592,chateau,16.34224942,tower,19.4361346,urban,6.342246044,body,4.70227359,body,1.68318035,pasture
8,3.579430104,environment,2.892149006,rural,2.121938473,eye,7.35524708,plaza,9.691062437,reflection,6.121250556,gothic,10.65718488,courthouse,15.490158,metropolitan,9.982859702,parish,6.104111698,square,3.782005743,bank,2.459227751,landscape
9,3.586005267,nature,2.921018789,winter,17.47230879,area,6.090086832,gothic,99.62871117,water,5.979705557,spire,9.061598642,castle,13.31820412,spire,8.728163861,steeple,6.093068493,use,10.11916825,natural,0.92171535,lot
10,4.313636908,rural,2.90182759,cloud,1.983299421,track,10.34055294,human,23.63827521,cathedral,5.087378244,arch,6.18265484,tourist,13.79816979,square,7.101782252,gothic,6.097957784,mixed,2.872572723,environment,0.908241182,land
11,2.717495747,reserve,2.012218752,plain,3.085230075,transport,10.33612272,settlement,6.461861975,lake,9.203498865,wall,6.18347509,attraction,72.5386932,medieval,6.774696646,spire,5.688943577,river,1.997145875,bed,2.444374343,grass
12,6.904595976,landscape,2.01576361,grassland,5.026935371,photography,6.479802749,site,5.625415436,reservoir,3.07750477,parish,6.008313918,college,8.617215576,tourism,3.267413505,courthouse,6.06153455,phenomenon,1.957645546,reserve,2.447855706,sky
13,2.714886369,farm,2.002017403,phenomenon,1.866271816,cloud,29.64144791,facade,5.294396713,biome,3.056480498,turret,3.126052416,fortification,18.63501642,street,3.21813103,metropolitan,5.459812971,geological,1.968174263,wilderness,1.69090864,tree
14,1.884090661,body,1.979350611,morning,5.063773624,residential,4.024638916,tower,5.033974834,wetland,2.21658659,fortification,2.909827406,seat,36.68527974,urban,2.470185384,tourist,5.036427259,reflection,7.406434217,landscape,0.911652138,area
15,1.883299365,resources,1.989016867,bank,1.129298069,infrastructure,3.980650765,parish,4.425761096,stream,2.23808873,chapel,2.905645822,local,7.005297032,downtown,2.475125099,attraction,4.820398058,grassland,1.099200103,phenomenon,0.136834525,asphalt
16,1.860674759,field,2.002880189,field,4.208039712,neighbourhood,3.72587319,steeple,4.143545939,fen,15.90608615,historic,95.58948563,home,21.86454879,site,2.440270286,temple,4.397008884,pond,1.086994963,geological,0.160477605,water
17,1.831752047,meadow,1.996610385,nature,3.085301782,landscape,23.63345641,city,3.880961005,freshwater,2.818089757,brick,2.908865606,government,14.6513357,plaza,23.05130144,historic,27.53344812,nature,1.061364542,cloud,0.131686951,park
18,1.869741154,geological,1.986250875,river,1.154850717,fence,24.70461112,town,3.648981001,canal,1.62175371,brickwork,154.6088762,estate,5.204035209,gothic,1.683285223,night,3.751150092,pasture,1.055845367,tree,0.149668172,chateau
19,1.864656059,ditch,1.991426346,reserve,1.141765523,plant,6.170277709,historic,27.23415991,place,35.90073263,facade,134.3265249,house,87.01813018,town,1.680455253,seat,3.114771547,lake,1.06973145,sky,0.14970663,castle
20,1.862121914,spring,2.007872906,atmospheric,1.156057654,rural,1.686194627,courthouse,27.23415582,worship,0.824980911,yellow,54.62182388,classical,5.218347102,campus,1.685843475,local,3.109156828,hill,0.165344141,lawn,0.149020472,roof
21,1.890620196,phenomenon,6.560857818,sky,1.15883365,sport,1.66841119,history,2.995544595,geological,124.4300186,architecture,93.73646966,property,5.247606972,suburb,1.683823243,government,2.689869141,street,0.16607444,land,0.1424483,ruins
22,1.874951072,cloud,8.31357345,tree,1.134507537,venue,2.987896356,photography,2.440862338,salt,3.103631243,roof,163.2395754,building,4.378276018,pedestrian,1.679460149,column,6.392307285,plaza,0.164416772,lot,0.142443893,mixed
23,1.019192928,table,2.010575362,waterway,1.114660121,mixed,1.153284088,glass,2.418286107,shore,34.64546342,sky,100.591116,landmark,87.07358289,city,1.682195222,abbey,2.46910918,meadow,0.182194804,steeple,0.139677049,stately
24,1.013026037,park,4.717510226,grass,1.095806675,use,1.160454629,column,16.11699344,reserve,45.95983566,landmark,14.97756014,historic,3.708972122,night,1.640267007,observation,2.462400143,zone,0.175782538,gothic,0.138462488,manor
25,6.2595059,tree,2.007673961,road,7.653673837,sky,1.152888187,ancient,16.69532143,waterway,19.67665717,classical,3.255513174,monument,21.07543999,space,34.81525625,facade,2.467323825,riparian,0.168024894,cathedral,0.139416396,use
26,3.766392775,area,2.90058593,area,0.446668812,window,1.148817905,shade,35.13040725,nature,51.40248813,building,3.973469861,wall,3.612704946,brickwork,23.80256197,area,2.464902119,slope,0.162970088,historic,0.137467277,wall
27,1.994137082,sky,1.080198957,lane,1.144878521,natural,3.489275953,daytime,14.03559838,vegetation,12.07671417,town,205.0821072,architecture,9.199537305,brick,67.22771604,landmark,2.464815998,plain,0.162951008,tower,0.129015261,waterway
28,0.167665416,venue,0.168655902,street,1.160259933,spring,2.162338619,spire,26.24026891,medieval,11.4510544,city,3.477655935,plaza,20.83234488,public,2.670633966,arch,2.448508245,biome,0.172752028,plant,0.150130641,road
29,0.166606125,flooring,0.181265198,place,2.131120275,grass,1.684088429,attraction,19.8477519,classical,1.73610614,tourism,29.00585942,facade,2.755629796,cityscape,155.7796094,architecture,27.23328407,water,0.155017444,site,0.147244618,site
30,0.169329803,plaza,0.273173948,architecture,5.194394449,city,36.19524509,landmark,21.64911995,church,2.513085603,castle,30.35777519,tree,19.46167421,neighbourhood,24.06204551,classical,36.13942517,natural,0.188242522,chateau,0.140790386,space
31,0.176355034,sport,,,4.483267284,tree,87.96729535,architecture,21.53784,facade,4.018087247,tree,34.54487495,sky,67.80060277,facade,45.07616491,sky,10.59935727,human,0.176447879,area,0.150041073,property
32,0.193003318,house,,,8.078448412,building,16.75953355,classical,91.17342446,architecture,,,18.81940901,city,61.32420067,area,30.55404804,city,10.59982177,settlement,0.174037561,wall,0.146451343,worship
33,0.182134462,building,,,7.599140294,architecture,25.31688411,sky,45.28009078,natural,,,12.2683667,grass,243.6938965,architecture,73.50464865,building,22.35492554,landscape,0.176986425,estate,0.145675367,estate
34,,,,,2.741801287,landmark,45.93104764,building,30.59261194,landscape,,,6.555769151,medieval,95.49011711,landmark,17.91656069,town,5.047374357,road,0.173687765,home,0.142086858,brick
35,,,,,1.178745018,property,8.218794426,house,17.16478357,environment,,,3.882245905,site,136.4399041,building,5.757297786,wall,8.103844315,space,0.171824597,stately,0.152072992,building
36,,,,,,,5.421526355,palace,25.89137385,sky,,,,,64.99990423,sky,8.891958962,settlement,8.106856046,public,0.168609918,town,0.143986707,place
