,Jan_Freq,Jan_Term,Feb_Freq,Feb_Term,Mar_Freq,Mar_Term,Apr_Freq,Apr_Term,May_Freq,May_Term,Jun_Freq,Jun_Term,Jul_Freq,Jul_Term,Aug_Freq,Aug_Term,Sep_Freq,Sep_Term,Oct_Freq,Oct_Term,Nov_Freq,Nov_Term,Dec_Freq,Dec_Term
0,9.556176955040737,natural,13.880073900669368,natural,3.081230855303473,metropolitan,20.59264282416588,worship,28.497279205674072,bank,35.64604217598725,church,61.473183855371005,official,65.18003891273774,church,49.33926182750638,medieval,16.385638998993432,environment,17.392673800871368,water,4.778869947658876,natural
1,7.8993192469956375,water,9.299014298432525,landscape,3.851832790500569,freezing,20.59226788434444,place,27.85968257641892,resources,31.218491452130237,worship,61.46994813210193,residence,39.43028055316614,worship,42.335670929984154,church,14.029327084799375,bank,7.392916075877918,nature,2.4538139822191285,environment
2,6.079491047544942,grass,7.461663369027081,water,8.292755006277506,urban,14.940996709360526,cathedral,18.70689826324222,body,31.22193932427506,place,136.72406615201677,palace,39.43385003483545,place,41.91680998561511,worship,11.448714268603993,reserve,6.532362492431925,stream,2.4494232444972166,grassland
3,4.411365235308512,land,6.5708101204974385,environment,8.939480852355095,winter,8.41243398488994,square,16.836009525480367,watercourse,46.8304620411652,medieval,83.05438484337459,stately,41.370131183606226,settlement,41.911176359440155,place,10.351329563742725,vegetation,6.51530415027665,river,1.6771407971476755,line
4,4.392143044735325,lot,4.7355413239193185,wetland,7.293825893906174,snow,8.396159519957196,public,22.777556467076717,river,26.130051854708533,cathedral,131.67495170913037,mansion,41.371330977861206,human,28.953983766643724,cathedral,9.324467524126574,waterway,5.61108000939679,watercourse,1.6749331520146662,field
5,3.5835513562950023,bank,3.809559997550089,lot,2.1239678187348714,bird,8.396703120164087,space,13.433533235356414,marsh,16.500924527298487,site,19.66506387635847,presidential,33.22085123267796,cathedral,22.416554717331056,site,8.038135700549986,watercourse,5.606085560284951,resources,1.675867585191769,phenomenon
6,3.5515318402595866,pasture,3.813223648643013,land,2.1152981085022584,aerial,20.1323660093893,medieval,11.699953420170093,gothic,10.456001888535859,tower,29.749185499436745,manor,27.763860371973824,steeple,18.81306392567767,tower,6.958301765551558,resources,5.612014282944883,waterway,1.6826188898842087,atmospheric
7,3.5564234566065167,grassland,3.8381041077027582,pasture,2.1148151959799244,view,17.84522308630293,church,11.15963168306256,pond,7.886964210256356,steeple,57.044305921478866,chateau,16.342249424996172,tower,19.4361346041444,urban,6.342246043863622,body,4.702273590066847,body,1.6831803502547005,pasture
8,3.5794301039063567,environment,2.8921490064734514,rural,2.12193847253071,eye,7.355247080473808,plaza,9.69106243739831,reflection,6.121250555819375,gothic,10.657184875768888,courthouse,15.490157998929465,metropolitan,9.982859701796052,parish,6.104111697551612,square,3.782005742698726,bank,2.459227750839899,landscape
9,3.5860052666469704,nature,2.921018788832188,winter,17.472308785423447,area,6.090086832111285,gothic,99.62871116972393,water,5.979705557250996,spire,9.061598641736179,castle,13.3182041243137,spire,8.728163860876768,steeple,6.093068492707982,use,10.119168248976944,natural,0.9217153497454048,lot
10,4.31363690845943,rural,2.9018275901554693,cloud,1.9832994213575688,track,10.340552938232278,human,23.638275208379365,cathedral,5.087378243992985,arch,6.1826548402155534,tourist,13.798169785503314,square,7.101782252475853,gothic,6.097957783559681,mixed,2.87257272332258,environment,0.9082411821948546,land
11,2.7174957472696954,reserve,2.012218752206917,plain,3.0852300753959816,transport,10.33612271528114,settlement,6.461861975042898,lake,9.203498865146306,wall,6.183475090040084,attraction,72.53869319814177,medieval,6.774696646061862,spire,5.688943577134513,river,1.9971458754025184,bed,2.4443743425752555,grass
12,6.904595975606902,landscape,2.0157636098337903,grassland,5.026935371385037,photography,6.479802748695847,site,5.625415436253181,reservoir,3.0775047700029643,parish,6.008313917846514,college,8.617215576215338,tourism,3.2674135051881965,courthouse,6.061534549615328,phenomenon,1.957645545561204,reserve,2.447855706271364,sky
13,2.7148863686572673,farm,2.0020174026760573,phenomenon,1.8662718162451144,cloud,29.64144790718903,facade,5.29439671305367,biome,3.0564804975526148,turret,3.1260524161355017,fortification,18.63501642074836,street,3.2181310299092223,metropolitan,5.459812971268011,geological,1.9681742629756165,wilderness,1.690908640179047,tree
14,1.88409066092296,body,1.979350611398868,morning,5.0637736242850275,residential,4.0246389163513765,tower,5.033974834465559,wetland,2.216586590061368,fortification,2.9098274057515914,seat,36.68527974043938,urban,2.4701853837419403,tourist,5.0364272585082945,reflection,7.406434216600732,landscape,0.9116521383957964,area
15,1.8832993651195171,resources,1.989016867118904,bank,1.1292980687514345,infrastructure,3.9806507645322364,parish,4.425761096292255,stream,2.2380887297260648,chapel,2.9056458215603587,local,7.005297032098419,downtown,2.4751250994072858,attraction,4.820398058195051,grassland,1.0992001025548777,phenomenon,0.13683452523550288,asphalt
16,1.8606747587248955,field,2.0028801888020293,field,4.2080397124245295,neighbourhood,3.725873190130246,steeple,4.143545939057448,fen,15.90608614610348,historic,95.58948562932272,home,21.864548785963603,site,2.4402702862230288,temple,4.397008883639882,pond,1.086994962814633,geological,0.16047760512625533,water
17,1.831752046646624,meadow,1.9966103845002987,nature,3.0853017824202413,landscape,23.633456412919692,city,3.8809610049607484,freshwater,2.8180897570688987,brick,2.9088656055419584,government,14.65133570350501,plaza,23.05130143706373,historic,27.53344811822507,nature,1.0613645417138748,cloud,0.13168695110595052,park
18,1.8697411541953248,geological,1.9862508748528167,river,1.1548507169008186,fence,24.70461111775557,town,3.6489810006171934,canal,1.6217537103070128,brickwork,154.6088761820497,estate,5.204035208732452,gothic,1.6832852234410292,night,3.7511500919328413,pasture,1.055845366730893,tree,0.14966817167155852,chateau
19,1.8646560590291017,ditch,1.991426345709029,reserve,1.1417655232766164,plant,6.17027770914563,historic,27.234159907252714,place,35.90073262975399,facade,134.32652487597866,house,87.01813018385944,town,1.6804552526259453,seat,3.1147715470536843,lake,1.069731449503612,sky,0.14970662997911174,castle
20,1.862121914153743,spring,2.007872905924139,atmospheric,1.1560576543631236,rural,1.6861946274094433,courthouse,27.234155819370798,worship,0.8249809108411591,yellow,54.621823879002896,classical,5.218347102340014,campus,1.6858434747770972,local,3.1091568281486217,hill,0.16534414116471652,lawn,0.1490204718109093,roof
21,1.890620196414153,phenomenon,6.560857817778375,sky,1.1588336502240273,sport,1.6684111897323055,history,2.9955445947199912,geological,124.43001858806791,architecture,93.73646966404186,property,5.247606972259423,suburb,1.6838232431679443,government,2.689869140700099,street,0.16607443991296986,land,0.14244830026177654,ruins
22,1.874951072080356,cloud,8.313573450362822,tree,1.1345075365459163,venue,2.987896356154803,photography,2.4408623381286993,salt,3.103631242605583,roof,163.2395753528823,building,4.378276018077032,pedestrian,1.6794601485762888,column,6.392307284870722,plaza,0.16441677175970856,lot,0.14244389311882644,mixed
23,1.0191929278339875,table,2.0105753619615934,waterway,1.1146601207598086,mixed,1.1532840875549428,glass,2.4182861067887584,shore,34.645463420071174,sky,100.59111596865075,landmark,87.07358289225405,city,1.6821952221124592,abbey,2.469109179815774,meadow,0.18219480433504406,steeple,0.13967704945238466,stately
24,1.0130260372902564,park,4.717510226040151,grass,1.0958066753148137,use,1.1604546285598338,column,16.116993439630384,reserve,45.95983565782712,landmark,14.977560138299658,historic,3.708972122276256,night,1.6402670069186682,observation,2.4624001434608536,zone,0.1757825379472109,gothic,0.13846248848648451,manor
25,6.259505899511293,tree,2.0076739612478898,road,7.653673837177888,sky,1.1528881872638652,ancient,16.6953214312249,waterway,19.67665717266768,classical,3.255513173950618,monument,21.075439992643787,space,34.81525624590183,facade,2.4673238249094087,riparian,0.16802489445396807,cathedral,0.13941639564960226,use
26,3.7663927747665142,area,2.9005859299308563,area,0.44666881202382186,window,1.1488179046271014,shade,35.13040725268326,nature,51.40248813050108,building,3.973469860957676,wall,3.612704945737301,brickwork,23.80256196638905,area,2.4649021188310978,slope,0.1629700884512589,historic,0.13746727694076993,wall
27,1.9941370823672209,sky,1.0801989567038857,lane,1.1448785214342465,natural,3.4892759530884003,daytime,14.035598383697867,vegetation,12.076714170695492,town,205.0821072337321,architecture,9.199537305170733,brick,67.22771604167367,landmark,2.464815997986689,plain,0.16295100786000652,tower,0.1290152611342514,waterway
28,0.16766541599575324,venue,0.16865590189594198,street,1.1602599331036296,spring,2.1623386194317504,spire,26.24026890723811,medieval,11.451054396261634,city,3.4776559346422986,plaza,20.832344877881336,public,2.6706339656565605,arch,2.4485082447902564,biome,0.17275202786370505,plant,0.15013064061061382,road
29,0.1666061253714582,flooring,0.18126519765409446,place,2.131120275105596,grass,1.6840884292557494,attraction,19.847751898558798,classical,1.7361061395677198,tourism,29.005859422314266,facade,2.755629796443615,cityscape,155.77960944939804,architecture,27.23328407331541,water,0.15501744406574874,site,0.14724461846431444,site
30,0.1693298030514061,plaza,0.2731739482524625,architecture,5.194394449280577,city,36.195245094571774,landmark,21.649119952443638,church,2.5130856032539506,castle,30.35777518706717,tree,19.461674212856376,neighbourhood,24.062045514828192,classical,36.13942516775335,natural,0.18824252167901828,chateau,0.14079038612467565,space
31,0.17635503414951445,sport,,,4.483267283833519,tree,87.96729534864029,architecture,21.53784000038613,facade,4.0180872468116435,tree,34.54487495206164,sky,67.80060277252849,facade,45.07616491019047,sky,10.599357266175012,human,0.1764478789490725,area,0.15004107288770022,property
32,0.19300331781269706,house,,,8.07844841195239,building,16.759533554674142,classical,91.1734244563588,architecture,,,18.81940900796027,city,61.32420067303946,area,30.55404803570229,city,10.599821772349603,settlement,0.1740375609774597,wall,0.14645134265993878,worship
33,0.1821344621318169,building,,,7.5991402940965775,architecture,25.316884110040164,sky,45.2800907753271,natural,,,12.268366702183867,grass,243.69389649229043,architecture,73.50464865405426,building,22.354925540581426,landscape,0.17698642520732913,estate,0.1456753674649413,estate
34,,,,,2.7418012866107944,landmark,45.931047635438574,building,30.59261194163021,landscape,,,6.555769151363617,medieval,95.49011710633198,landmark,17.91656069490561,town,5.047374356644943,road,0.17368776529958035,home,0.14208685842551902,brick
35,,,,,1.1787450184841957,property,8.218794426202463,house,17.16478357331771,environment,,,3.8822459053367315,site,136.43990414047093,building,5.757297786091956,wall,8.103844315264173,space,0.17182459690871302,stately,0.1520729917603245,building
36,,,,,,,5.421526354904457,palace,25.891373846495572,sky,,,,,64.99990422959813,sky,8.891958961838114,settlement,8.106856045833048,public,0.16860991772792094,town,0.1439867066818564,place
