,"[Chinese, (Sim.)]_Freq","[Chinese, (Sim.)]_Term",[Danish]_Freq,[Danish]_Term,[Dutch]_Freq,[Dutch]_Term,[English]_Freq,[English]_Term,[Finnish]_Freq,[Finnish]_Term,[French]_Freq,[French]_Term,[German]_Freq,[German]_Term,[Italian]_Freq,[Italian]_Term,[Japanese]_Freq,[Japanese]_Term,[Norwegian]_Freq,[Norwegian]_Term,[Polish]_Freq,[Polish]_Term,[Portuguese]_Freq,[Portuguese]_Term,[Russian]_Freq,[Russian]_Term,[Spanish]_Freq,[Spanish]_Term,[Swedish]_Freq,[Swedish]_Term,[Turkish]_Freq,[Turkish]_Term
0,0.009027270297450443,accidentally,0.4497244587797117,visiting,0.3529452617914725,wine,26.40856304641201,greek,0.006998945137869059,cozy,0.0070655030091744155,salad,0.2979798227218397,plate,0.27461650195135123,pizzas,0.005224575750516127,counter,0.0052509838672923255,didn,0.003927754170576183,place,0.005172190021033611,charm,0.004560679165314415,ok,0.00641745729445104,entrance,212.737632468183,sushi,0.0032382772077231533,nice
1,0.007429771676661163,come,0.254736801472104,placed,0.35198918344165303,fine,3.3221820913130853,road,0.007032501674953903,friendly,0.006507988990171355,family,0.3003188742708701,spisen,0.2749612716988086,low,0.004660245766554325,items,0.005365548823187189,got,0.0039009022554219812,tasty,0.005402088176666443,choices,0.005060892711608481,dishes,0.0063792363970579255,quality,15.063912214715009,comes,0.0032420629626232363,city
2,0.008529418143423466,ago,0.4499654967602751,sweden,0.3561505129353709,salad,3.0713812528970754,moment,0.0063802239055329325,excellent,0.00635073809353565,stop,0.2993174607752713,grill,0.2755329671776545,having,0.0043005865795717095,baked,0.005406389906883202,tripadvisor,0.004247835325678436,affordable,0.005374225740208925,swedish,0.004747931199409753,slices,0.006974701859371903,recommend,9.000312917628042,costs,0.003216857360197697,waiters
3,0.007266411511803666,meet,0.4892372091749215,worth,0.6470455040382825,delicious,2.927153732932213,meze,0.00648830059599829,place,0.0066919649073506025,famous,0.2941623610009897,spontaneously,0.2750674497275687,medium,0.004639344627079353,recommendation,0.005263854910605286,reviews,0.004200183487269568,feel,0.005455171411252437,hotel,0.0049646776710944775,amazing,0.006897367347234407,italian,8.092246885990022,innovative,0.0031557001535789412,definitely
4,0.008551325641990907,printed,0.2546715268730813,possible,0.3468745909244889,time,2.591963701439272,questions,0.0063833150444909574,pizzeria,0.006705605169461722,pizzas,0.2988543286085977,1st,0.2745286196495896,usually,0.004173920154855098,style,0.005151357985206746,decided,0.004037830658428167,quite,0.005270395263433477,lunch,0.0046342510073289975,mushrooms,0.006702962301442034,center,7.531871750988055,snack,0.0031402090828276004,chiefs
5,0.008256332334620158,years,0.2539636418403653,booked,0.35387100278566763,nice,2.28085622663648,convenience,0.006233708120476221,pizzas,0.0061095665431664115,complete,0.2993485999643765,stay,0.2750366609837649,fast,0.00456884041844835,second,0.004921273740445881,booked,0.003961165944104918,real,0.0058874061657506254,snacks,0.004636026463928359,brought,0.006576397361497669,located,6.678120674640765,variants,0.002980290727577393,try
6,0.008322289512417149,dagens,0.49441458996101395,course,0.05751288496677009,especially,2.1305971627491007,greece,0.006393177234201677,staff,0.007948017102571833,pleasant,0.2932054855798287,went,0.2753481101685905,best,0.004251084115847063,salad,0.005134039359849861,check,0.0038748660509505366,italian,0.005272893660226115,burger,0.005118557361022776,sweden,0.006294069963883465,site,6.4950957837035,epok,0.0029467994487121555,interested
7,0.007823898074134576,excellent,0.4499448337392627,market,0.05717869233819856,starter,1.9100000930032055,entrees,0.0062985616785709965,restaurant,0.006566542101802659,hamburger,0.5424200062961478,evening,0.27504635418931445,kitchen,0.0045457173566314825,visited,0.005101066780740821,thought,0.003887519013630751,normal,0.0058748472072384424,best,0.004630933749469543,hotel,0.0064862028453874995,potatoes,5.966478318576693,sensible,0.002877734770228109,great
8,0.007353270539790089,came,0.253997396921955,table,0.056752362511077216,city,1.8097468964750907,enthusiastic,0.0061874653706527095,good,0.0067779413623525655,closed,0.29696276612079875,twice,0.2744274914371487,restaurants,0.004529306754542887,american,0.0049567944519438535,dining,0.0038529743659973187,sweden,0.005351837340832185,arrived,0.004574472421150689,category,0.006199691065212246,pizza,5.7812124778367044,ra,0.002579893771289661,seafood
9,0.007432276862979222,service,0.25518138809256635,room,0.05598663970208922,just,1.7803736435701247,lousy,,,0.006965763207370288,eat,0.30214521224437163,eat,0.03815523838870191,preparation,0.004800507758250618,beer,0.005916678809811082,dishes,0.003807718142443151,prices,0.0053400319060221526,close,0.004465643918809177,perfect,0.00599258220703592,price,5.1138189671594985,aiko,0.003181634092359885,italian
10,0.008609413676097135,times,0.2578596829407257,people,0.055140600701433534,hard,1.6962611693441514,warning,,,0.006373873744820113,student,0.29959584481644386,dinner,0.037866095772503126,presentation,0.004712154569811321,colleague,0.005727817478693164,chips,0.0037815636564374967,good,0.005676120946497722,pleasure,0.004619522995407552,classic,0.006394513666587905,lund,4.913397786045428,avocado,0.003008229778543061,lund
11,0.007813623322549968,expensive,0.03398911976440197,reviews,0.055089055885994165,truly,1.628787639056814,answer,,,0.007182572691879047,discover,0.3041099092227037,excellent,0.03760179008789966,proposals,0.0044676632681770745,clean,0.004870905920705613,served,0.003809037680371615,atmosphere,0.005254539907488939,traditional,0.004634175279219664,prices,0.0064602950714440725,downtown,4.6769714586490725,says,0.003050680768391328,restaurant
12,0.009066853526372057,ate,0.03358312139550194,say,0.05708205855808491,advice,1.6212629999273556,stifado,,,0.006976163201203898,received,0.04752142372050727,necessarily,0.03931809548822593,served,0.004773512880027113,easily,0.004780604203573667,voted,0.004194667586943089,food,0.005455988377136347,italian,0.004511467289279622,pate,0.006388450090546925,cathedral,4.491071280196548,provide,0.0028935402539021736,wines
13,0.007526862926879418,steak,0.033507276474688104,probably,0.05341864951409883,german,1.6084644447228869,appropriate,,,0.0063489467252899655,quality,0.04780570471832808,situation,0.038664716502221946,ideal,0.004760954544023329,available,0.0054748445321331175,polite,0.0037192425432547756,ingredients,0.005405166409728725,old,0.004810807916284064,friday,0.006706170073161405,recommended,4.478258723586242,proper,0.0034827808246185557,pizzas
14,0.007541380010638116,cooking,0.033166721160030325,ordinary,0.05436522561809287,walk,1.6037078823120516,meetings,,,0.0066705097697983655,difficult,0.049553570406964,fillet,0.038229444909902766,friends,0.004604256010141386,thought,0.005343938382848436,level,0.0036873526430434346,pizza,0.004822220050240673,pizzas,0.004964677900298307,salmon,0.00639406668927091,touch,4.313416257250199,distance,0.003223234310734189,pizza
15,0.007936436978549755,dinner,0.03280756726197948,expected,0.0526867407556938,beer,1.5933085848929165,caught,,,0.006677151078935747,fast,0.04662168660614545,13,0.03845311262440782,fine,0.004330505010853523,popular,0.005440607659327027,slightly,0.0036281879148135033,delicious,0.005790347442905328,middle,0.004858508018044134,popular,0.006631793998752336,short,4.098661253615702,situation,0.002765596814122805,excellent
16,0.00792191747502493,cream,0.033825865497607084,mozzarella,0.05450570865308448,hours,1.5605139371924588,advanced,,,0.0072987795476165546,professional,0.047466985523482434,relaxes,0.03887366729342842,august,0.004593128154310328,chinese,0.005334108320766014,connection,0.0040455987775455905,restaurant,0.005451450421503406,eat,0.0048774840720836755,closely,0.0065017001367474216,english,3.969715722698792,properly,,
17,0.007092832665954492,lamb,0.033811960737504865,perfection,0.05364537106569887,told,3.67307046085967,girl,,,0.0069421878720093075,busy,0.05079867474459527,stumbled,0.038166930505813546,barolo,0.004274392525574934,cuisine,0.005212110556483639,family,,,0.005306905998202794,meals,0.004758442148084467,quick,0.0062813767490034755,gives,3.885992972926801,fireplace,,
18,0.00780494975907007,weird,0.033412283338882166,ages,0.05750730697975481,50,1.5113171816819897,trips,,,0.0066030038099517034,establishment,0.04834262318270217,steaks,0.037752567318510205,2003,0.004696503948109696,beautiful,0.005700870755176015,pig,,,0.005255036795644116,people,0.004337024566845241,fried,0.006105761710497958,opposite,3.793938743845744,bars,,
19,0.0073164299569260125,ihsiri,0.033047060652362084,baked,0.052794727748208654,lots,1.502575739600273,spur,,,0.006512319455051785,sauce,0.05178701706185048,actually,0.038174604004891,thursday,0.004804831355192325,central,0.005507291771694744,choice,,,0.005133647385820325,restaurants,0.0046478914684775965,overlap,0.006272753322074999,spanish,3.768009552130168,yakiniku,,
20,0.0075029419681866645,course,0.03315449189691873,buffalo,0.05332123502789399,student,1.485341089517478,hair,,,0.0066218177249768645,anniversary,0.047549596920253984,perfectly,0.037512064910980684,dining,0.004521355735224676,lot,0.0054462120886364035,coffee,,,0.005250992343019657,enjoying,0.004243564272316432,page,0.0061206507478846275,elegant,3.6483362104713453,unexpected,,
21,0.006758412465870887,evening,0.03262304213461973,prime,0.05309824473892275,worth,1.209587110226652,mentioned,,,0.006485512037896536,waitress,0.04871888334979007,class,0.03800595166660437,30th,0.004756216413788528,colleagues,0.005068325599689794,world,,,0.005141058773552081,located,0.004543008018306966,ingredients,0.006316267898300961,product,3.4778249613026517,daily,,
22,0.007549017506155022,today,0.03342646292776867,chance,0.05858741685428144,italian,1.2015457902558997,papadums,,,0.006479747996310622,saturday,0.048801467055715725,area,0.03910740510613856,world,0.0045228244953685,close,0.00501635036528955,selection,,,0.00491832960687646,late,0.004871785281736122,expensive,0.006176025407905078,highly,3.4065338375497882,future,,
23,0.00761532446764275,definitely,0.033314286686443866,grand,0.05456459852952317,appetizer,1.1938144846491563,biggest,,,0.006900176206050535,dishes,0.046859768216190124,broth,0.039217820938261136,training,0.0044397491087539865,looked,0.005438248554258831,wines,,,0.00532139642698626,city,0.004805467647611136,party,0.00682683094216925,going,3.013363676555284,foreign,,
24,0.007007351302265763,time,0.03420679603047292,prompt,0.0626870119597795,exactly,1.178796920430499,patrons,,,0.0064139483804576845,pay,0.04819263969459875,reception,0.03905008466816776,revisited,0.004478841931839799,probably,0.005441086780656266,iberian,,,0.0054276398736365136,strarter,0.004712274587626744,building,0.006489165000275079,fast,2.9256299365282104,epoch,,
25,0.0072834237374962574,style,0.03307506630333327,girlfriend,0.05437098901573418,pasta,1.1702761886736746,kok,,,0.0061722617295297925,simple,0.04674261670890652,dream,0.03877135967925553,mat,0.004432694800127036,satisfied,0.005149193127407553,table,,,0.005361084820968068,attractive,0.004484366743515256,noise,0.005960162282891508,kitchen,2.7165298022412707,dried,,
