,"[Chinese, (Sim.)]_Freq","[Chinese, (Sim.)]_Term",[Danish]_Freq,[Danish]_Term,[Dutch]_Freq,[Dutch]_Term,[English]_Freq,[English]_Term,[Finnish]_Freq,[Finnish]_Term,[French]_Freq,[French]_Term,[German]_Freq,[German]_Term,[Italian]_Freq,[Italian]_Term,[Japanese]_Freq,[Japanese]_Term,[Norwegian]_Freq,[Norwegian]_Term,[Polish]_Freq,[Polish]_Term,[Portuguese]_Freq,[Portuguese]_Term,[Russian]_Freq,[Russian]_Term,[Spanish]_Freq,[Spanish]_Term,[Swedish]_Freq,[Swedish]_Term,[Turkish]_Freq,[Turkish]_Term
0,2.517698940843046,perfect,2.0525383801490884,chose,1.6981725278921258,sports,86.95890162181759,sauce,1.6783573460322645,friendly,3.0474081354275864,night,3.438117205954386,ratio,2.5489489454944585,ordered,3.418662386938368,dishes,3.61192727478424,menu,2.2005406654480617,food,2.500248340031288,cozy,4.8092427543488885,dinner,2.4994364527672435,prepared,245.56215275895028,eaten,0.8315150172942821,nice
1,2.5127301523668795,taste,2.0468166681745243,okay,1.6925746604552585,trendy,39.92055901867398,plate,0.9117431503669112,cozy,1.591472832507555,saturday,2.6425551571744044,dear,1.9990209763468445,vegetarian,5.064925422541716,inside,1.908110018303604,cocktails,1.5253898336387302,tasty,1.730432132285581,course,4.02307710213998,simple,1.6957552999518082,english,100.65238354364479,years,0.8372304563336322,city
2,6.4573361112448575,restaurant,2.045189130640256,card,1.7032645124756705,fair,33.74561054248503,noodles,0.9175991457163514,staff,1.5886137493039685,monday,2.6114380987455794,performance,1.996173109273616,bit,3.423285038320808,store,1.8971314283464666,ordered,2.2240834899541717,restaurant,1.7107611468475636,main,1.6952700355574972,gala,1.7025686065295786,product,95.55286456275623,located,1.5562111911049852,pizzas
3,4.059513228164398,good,1.9850116503405129,1st,1.6874534245442976,watch,66.35306304550859,chicken,0.9009816483099428,restaurant,1.6029493838582691,proposed,1.8241360726939544,ordered,1.998590253640032,dine,1.792918465214096,swedish,1.9000511354566547,taster,0.1503279448323167,place,1.71546646330075,attractive,1.6944779145052642,hit,1.7166071399642353,menu,76.58194315604317,don,0.8554345388758773,wines
4,1.7398974577713706,course,1.9794726103532996,floor,2.4515444451626225,small,25.496112604643002,garlic,0.9035377139383644,good,1.6021325281225889,considerate,1.8145507466368125,rustically,1.942806387244164,easy,1.7960235795631203,crowded,1.899599175998836,package,0.14005361594201646,delicious,1.7328294725665594,strarter,1.6792082678711684,party,1.6898607037569267,highly,65.06662405201511,bad,0.8444610264390242,restaurant
5,1.7323850639523335,dinner,1.4552261875131678,tomato,5.571043541984687,tasty,15.222217279904216,tomato,0.14138786968819952,excellent,1.5907629956739169,case,1.813638723593388,think,3.3434989206151875,chance,1.7801084914830725,seats,1.8761063792048236,tasted,0.13936610433826718,affordable,1.7194083584572157,middle,1.695955029297222,outside,1.705867685463572,professional,64.40883195679541,way,0.8311045104323384,italian
6,1.695628660296236,time,1.4549279302698448,deck,1.6886851043349824,fresh,14.765130509927115,gone,0.1390165103060289,place,1.599777223407049,busy,1.8087348966472965,inconspicuous,1.212790279988696,stylish,1.7896610451223642,time,1.9027557834500464,pleasant,0.13293332196595706,ingredients,1.7217394692266068,waiters,1.6641827603452977,places,1.7008618767918018,short,40.75193321707421,care,0.8426623405565197,pizza
7,1.6717123402279466,times,1.4557777795713969,summer,1.6932507187294974,steak,13.8480093453603,pieces,0.13759748647428865,pizzas,1.5889965406630129,anniversary,1.8046964480457168,flair,1.2130799311157354,refined,1.7850001908873645,seat,1.8854501699674997,choice,0.13226874311309172,real,1.7218878329878602,dessert,6.330409631547912,restaurant,1.6934373969333871,recommended,54.22862721626994,pizzeria,0.14438204676977892,chiefs
8,1.7129077571813862,chinese,1.450253328386177,view,1.6928548308582976,price,10.3910006631531,salami,0.13462694083362145,pizzeria,1.5898496415090049,celebrate,1.7956762205531474,people,1.2107187010598703,pumpkin,1.7779937009515503,went,1.884314899100385,coffee,0.13031679845017893,pizza,2.502934203634913,place,0.9154973163430944,atmosphere,1.7147705890894367,like,35.996334935512856,kitchen,0.14313827793867906,seafood
9,1.7268872753336395,lunch,1.4558330954507188,sauce,1.6935159139471063,fast,9.775911611218946,tomatoes,,,1.5850356070773017,reservation,1.804853984807584,hall,9.881867409733847,great,4.242767894994546,restaurant,1.8927331752762104,ingredients,0.13078236149274694,good,2.5011618708686143,beautiful,0.9190699163325308,portions,2.474651224855692,attentive,35.92999297378532,oskar,0.1394041207757211,try
